id,weight,price
i-881059,1.37,2500.0
i-881060,0.495,129.0
i-881061,0.2,39.99
i-881062,0.21,529.0
i-881063,1.28,149.99
i-881064,0.483,495.0
i-881065,0.166,799.0
i-881066,0.98,129.99
i-881067,1.28,149.99
i-881068,1.28,149.99
i-881069,0.21,529.0
i-881070,0.44,476.0
i-881071,1.28,149.99
i-881072,0.166,799.0
i-881073,0.88,89.99
i-881074,1.48,199.99
i-881075,0.38,31.7
i-881076,0.2,42.27
i-881077,0.28,95.13
i-881078,1.37,2642.75
i-881079,0.44,503.18
i-881080,0.78,105.7
i-881081,0.28,474.64
i-881082,0.21,559.21
i-881083,0.98,137.41
i-881084,0.98,137.41
i-881085,0.495,136.37
i-881086,0.2,42.27
i-881087,0.28,474.64
i-881088,0.28,95.13
i-881089,0.172,738.91
i-881090,0.38,31.7
i-881091,0.495,136.37
i-881092,0.483,1161.75
i-881093,0.44,503.18
i-881094,0.495,136.37
i-881095,0.483,1161.75
i-881096,0.483,1161.75
i-881097,0.28,474.64
i-881098,1.28,158.55
i-881099,0.28,474.64
i-881100,0.28,95.13
i-881101,0.2,42.27
i-881102,0.44,503.18
i-881103,0.166,844.62
i-881104,0.28,474.64
i-881105,0.483,1161.75
i-881106,1.25,2325.62
i-881107,0.44,503.18
i-881108,0.28,95.13
i-881109,1.25,2325.62
i-881110,0.28,474.64
i-881111,0.483,1161.75
i-881112,0.98,137.41
i-881113,0.495,136.37
i-881114,1.28,158.55
i-881115,1.25,2325.62
i-881116,0.188,1214.61
i-881117,0.98,137.41
i-881118,0.172,738.91
i-881119,1.48,211.41
i-881120,0.21,559.21
i-881121,0.188,1214.61
i-881122,1.48,211.41
i-881123,0.495,136.37
i-881124,0.483,1161.75
i-881125,0.172,738.91
i-881126,0.21,559.21
i-881127,0.166,844.62
i-881128,0.172,738.91
i-881129,0.78,105.7
i-881130,0.98,137.41
i-881131,1.48,211.41
i-881132,0.483,1161.75
i-881133,0.28,95.13
i-881134,0.166,844.62
i-881135,0.495,136.37
i-881136,0.38,31.7
i-881137,0.483,84.56
i-881138,0.483,1161.75
i-881139,0.88,95.13
i-881140,0.166,844.62
i-881141,0.483,523.26
i-881142,0.188,1214.61
i-881143,0.21,559.21
i-881144,0.21,559.21
i-881145,0.28,95.13
i-881146,0.2,42.27
i-881147,0.44,503.18
i-881148,0.98,137.41
i-881149,0.483,523.26
i-881150,0.21,559.21
i-881151,0.28,95.13
i-881152,0.2,42.27
i-881153,0.2,42.27
i-881154,0.28,95.13
i-881155,0.188,1214.61
i-881156,0.44,503.18
i-881157,0.38,31.7
i-881158,0.483,84.56
i-881159,1.48,211.41
i-881160,0.21,559.21
i-881161,0.483,84.56
i-881162,0.172,738.91
i-881163,0.21,559.21
i-881164,0.483,523.26
i-881165,0.44,503.18
i-881166,0.28,95.13
i-881167,0.44,503.18
i-881168,0.2,42.27
i-881169,0.44,503.18
i-881170,0.483,1161.75
i-881171,0.88,95.13
i-881172,0.2,42.27
i-881173,0.38,31.7
i-881174,1.28,158.55
i-881175,0.483,84.56
i-881176,0.21,559.21
i-881177,0.495,136.37
i-881178,0.166,844.62
i-881179,0.188,1214.61
i-881180,0.2,42.27
i-881181,0.483,1161.75
i-881182,0.28,474.64
i-881183,0.188,1214.61
i-881184,0.21,559.21
i-881185,0.21,559.21
i-881186,1.37,2642.75
i-881187,1.37,2642.75
i-881188,0.495,136.37
i-881189,0.495,136.37
i-881190,0.98,137.41
i-881191,0.78,105.7
i-881192,0.495,136.37
i-881193,0.98,137.41
i-881194,0.483,1161.75
i-881195,1.28,158.55
i-881196,0.483,1161.75
i-881197,0.78,105.7
i-881198,1.25,2325.62
i-881199,0.483,84.56
i-881200,0.495,136.37
i-881201,0.98,137.41
i-881202,1.48,211.41
i-881203,0.21,559.21
i-881204,0.483,523.26
i-881205,0.38,31.7
i-881206,0.21,559.21
i-881207,0.28,474.64
i-881208,0.88,95.13
i-881209,0.78,105.7
i-881210,0.28,95.13
i-881211,1.37,2642.75
i-881212,0.483,84.56
i-881213,0.166,844.62
i-881214,0.483,523.26
i-881215,1.25,2325.62
i-881216,0.38,31.7
i-881217,1.48,211.41
i-881218,0.28,474.64
i-881219,0.483,1161.75
i-881220,0.28,95.13
i-881221,0.28,474.64
i-881222,0.44,503.18
i-881223,1.28,158.55
i-881224,0.28,95.13
i-881225,0.78,105.7
i-881226,1.28,158.55
i-881227,0.495,136.37
i-881228,0.166,844.62
i-881229,0.2,42.27
i-881230,0.88,95.13
i-881231,0.98,137.41
i-881232,1.48,211.41
i-881233,0.98,137.41
i-881234,1.48,211.41
i-881235,0.78,105.7
i-881236,0.495,136.37
i-881237,0.98,137.41
i-881238,0.21,559.21
i-881239,0.28,474.64
i-881240,0.166,844.62
i-881241,1.28,158.55
i-881242,0.166,844.62
i-881243,1.48,211.41
i-881244,0.2,42.27
i-881245,0.2,42.27
i-881246,0.28,474.64
i-881247,0.495,136.37
i-881248,0.28,474.64
i-881249,0.483,84.56
i-881250,1.28,158.55
i-881251,1.48,211.41
i-881252,0.28,95.13
i-881253,0.28,95.13
i-881254,0.495,136.37
i-881255,0.28,95.13
i-881256,0.2,42.27
i-881257,0.172,738.91
i-881258,0.38,31.7
i-881259,1.37,2642.75
i-881260,0.188,1214.61
i-881261,1.48,211.41
i-881262,1.28,158.55
i-881263,0.483,523.26
i-881264,0.495,136.37
i-881265,0.188,1214.61
i-881266,0.483,523.26
i-881267,0.88,95.13
i-881268,0.495,136.37
i-881269,1.25,2325.62
i-881270,0.28,95.13
i-881271,0.21,559.21
i-881272,0.28,474.64
i-881273,0.2,42.27
i-881274,0.38,31.7
i-881275,0.166,844.62
i-881276,0.172,738.91
i-881277,0.483,523.26
i-881278,0.188,1214.61
i-881279,0.483,523.26
i-881280,0.495,136.37
i-881281,1.37,2642.75
i-881282,0.28,95.13
i-881283,0.44,503.18
i-881284,1.28,158.55
i-881285,0.483,1161.75
i-881286,0.172,738.91
i-881287,0.483,84.56
i-881288,0.44,503.18
i-881289,0.44,503.18
i-881290,0.495,136.37
i-881291,0.21,559.21
i-881292,0.78,105.7
i-881293,0.2,42.27
i-881294,0.495,136.37
i-881295,0.2,42.27
i-881296,0.166,844.62
i-881297,0.28,474.64
i-881298,1.25,2325.62
i-881299,1.25,2325.62
i-881300,0.483,84.56
i-881301,0.166,844.62
i-881302,1.25,2325.62
i-881303,0.172,738.91
i-881304,0.2,42.27
i-881305,0.28,474.64
i-881306,1.25,2325.62
i-881307,0.483,84.56
i-881308,0.28,95.13
i-881309,0.483,84.56
i-881310,0.78,105.7
i-881311,0.21,559.21
i-881312,0.483,523.26
i-881313,0.28,95.13
i-881314,0.28,474.64
i-881315,0.2,42.27
i-881316,0.2,42.27
i-881317,0.28,474.64
i-881318,1.28,158.55
i-881319,0.166,844.62
i-881320,0.495,136.37
i-881321,0.21,559.21
i-881322,0.483,84.56
i-881323,1.48,211.41
i-881324,0.483,84.56
i-881325,0.98,137.41
i-881326,0.28,474.64
i-881327,0.172,738.91
i-881328,0.483,1161.75
i-881329,1.37,2642.75
i-881330,0.21,559.21
i-881331,1.28,158.55
i-881332,0.28,474.64
i-881333,0.78,105.7
i-881334,0.28,474.64
i-881335,0.166,844.62
i-881336,1.48,211.41
i-881337,0.166,844.62
i-881338,0.483,84.56
i-881339,0.28,474.64
i-881340,0.28,95.13
i-881341,0.483,1161.75
i-881342,1.25,2325.62
i-881343,0.44,503.18
i-881344,1.37,2642.75
i-881345,0.28,95.13
i-881346,1.28,158.55
i-881347,0.188,1214.61
i-881348,0.44,503.18
i-881349,0.483,523.26
i-881350,1.25,2325.62
i-881351,0.98,137.41
i-881352,0.38,31.7
i-881353,0.38,31.7
i-881354,1.48,211.41
i-881355,0.98,137.41
i-881356,1.28,158.55
i-881357,1.25,2325.62
i-881358,0.98,137.41
i-881359,0.166,844.62
i-881360,0.38,31.7
i-881361,0.2,42.27
i-881362,1.37,2642.75
i-881363,0.2,42.27
i-881364,0.78,105.7
i-881365,0.172,738.91
i-881366,0.483,523.26
i-881367,0.172,738.91
i-881368,0.172,738.91
i-881369,0.28,95.13
i-881370,0.98,137.41
i-881371,0.28,95.13
i-881372,0.188,1214.61
i-881373,1.28,158.55
i-881374,0.98,137.41
i-881375,0.483,1161.75
i-881376,0.483,523.26
i-881377,0.172,738.91
i-881378,0.78,105.7
i-881379,1.28,158.55
i-881380,0.28,474.64
i-881381,0.28,95.13
i-881382,0.483,1161.75
i-881383,1.25,2325.62
i-881384,0.98,137.41
i-881385,0.483,1161.75
i-881386,0.28,95.13
i-881387,1.28,158.55
i-881388,0.483,523.26
i-881389,0.2,42.27
i-881390,0.98,137.41
i-881391,0.38,31.7
i-881392,0.21,559.21
i-881393,0.2,42.27
i-881394,0.21,559.21
i-881395,0.166,844.62
i-881396,0.495,136.37
i-881397,0.78,105.7
i-881398,0.28,95.13
i-881399,1.25,2325.62
i-881400,0.483,523.26
i-881401,1.48,211.41
i-881402,0.495,136.37
i-881403,0.78,105.7
i-881404,0.78,105.7
i-881405,0.495,136.37
i-881406,1.48,211.41
i-881407,1.48,211.41
i-881408,0.2,42.27
i-881409,0.166,844.62
i-881410,0.28,474.64
i-881411,0.44,503.18
i-881412,1.37,2642.75
i-881413,0.166,844.62
i-881414,0.21,559.21
i-881415,0.38,31.7
i-881416,0.483,84.56
i-881417,1.37,2642.75
i-881418,0.21,559.21
i-881419,0.2,42.27
i-881420,0.483,523.26
i-881421,0.38,31.7
i-881422,0.172,738.91
i-881423,0.2,42.27
i-881424,1.25,2325.62
i-881425,0.38,31.7
i-881426,0.2,42.27
i-881427,0.44,503.18
i-881428,0.2,42.27
i-881429,0.28,474.64
i-881430,0.166,844.62
i-881431,0.21,559.21
i-881432,0.495,136.37
i-881433,0.483,84.56
i-881434,1.37,2642.75
i-881435,0.98,137.41
i-881436,0.21,559.21
i-881437,0.21,559.21
i-881438,0.483,523.26
i-881439,1.37,2642.75
i-881440,0.188,1214.61
i-881441,0.28,474.64
i-881442,0.78,105.7
i-881443,0.495,136.37
i-881444,1.25,2325.62
i-881445,0.98,137.41
i-881446,0.166,844.62
i-881447,0.172,738.91
i-881448,0.28,474.64
i-881449,1.37,2642.75
i-881450,0.188,1214.61
i-881451,0.166,844.62
i-881452,0.44,503.18
i-881453,0.483,1161.75
i-881454,0.483,84.56
i-881455,1.28,158.55
i-881456,0.44,503.18
i-881457,1.37,2642.75
i-881458,0.483,1161.75
i-881459,0.495,136.37
i-881460,0.172,738.91
i-881461,0.44,503.18
i-881462,0.483,523.26
i-881463,1.48,211.41
i-881464,0.483,84.56
i-881465,0.483,1161.75
i-881466,0.483,523.26
i-881467,0.98,137.41
i-881468,0.78,105.7
i-881469,0.166,844.62
i-881470,0.483,523.26
i-881471,0.44,503.18
i-881472,0.495,136.37
i-881473,0.44,503.18
i-881474,0.483,523.26
i-881475,0.38,31.7
i-881476,0.44,503.18
i-881477,1.37,2642.75
i-881478,0.98,137.41
i-881479,0.88,95.13
i-881480,0.483,1161.75
i-881481,1.28,158.55
i-881482,1.28,158.55
i-881483,0.188,1214.61
i-881484,0.166,844.62
i-881485,0.78,105.7
i-881486,0.88,95.13
i-881487,1.28,158.55
i-881488,1.28,158.55
i-881489,0.483,523.26
i-881490,0.38,31.7
i-881491,0.88,95.13
i-881492,0.38,31.7
i-881493,1.25,2325.62
i-881494,0.28,95.13
i-881495,0.188,1214.61
i-881496,0.98,137.41
i-881497,1.37,2642.75
i-881498,0.172,738.91
i-881499,0.88,95.13
i-881500,1.28,158.55
i-881501,0.38,31.7
i-881502,0.21,559.21
i-881503,0.188,1214.61
i-881504,0.88,95.13
i-881505,0.495,136.37
i-881506,1.25,2325.62
i-881507,0.21,559.21
i-881508,1.37,2642.75
i-881509,0.98,137.41
i-881510,0.483,84.56
i-881511,0.2,42.27
i-881512,0.2,42.27
i-881513,0.88,95.13
i-881514,0.495,136.37
i-881515,0.188,1214.61
i-881516,1.28,158.55
i-881517,0.98,137.41
i-881518,0.483,523.26
i-881519,0.44,503.18
i-881520,1.37,2642.75
i-881521,0.188,1214.61
i-881522,0.188,1214.61
i-881523,1.37,2642.75
i-881524,0.483,1161.75
i-881525,0.166,844.62
i-881526,1.48,211.41
i-881527,0.28,95.13
i-881528,0.28,95.13
i-881529,0.2,42.27
i-881530,0.166,844.62
i-881531,0.172,738.91
i-881532,0.98,137.41
i-881533,0.78,105.7
i-881534,0.483,523.26
i-881535,1.25,2325.62
i-881536,1.37,2642.75
i-881537,0.98,137.41
i-881538,0.78,105.7
i-881539,0.88,95.13
i-881540,0.38,31.7
i-881541,0.495,136.37
i-881542,0.483,1161.75
i-881543,0.166,844.62
i-881544,0.2,42.27
i-881545,0.483,1161.75
i-881546,0.44,503.18
i-881547,0.78,105.7
i-881548,0.28,95.13
i-881549,0.2,42.27
i-881550,0.188,1214.61
i-881551,0.188,1214.61
i-881552,0.172,738.91
i-881553,1.28,158.55
i-881554,0.2,42.27
i-881555,1.37,2642.75
i-881556,0.483,523.26
i-881557,0.88,95.13
i-881558,0.28,474.64
i-881559,0.28,95.13
i-881560,0.21,559.21
i-881561,1.37,2642.75
i-881562,0.78,105.7
i-881563,0.483,523.26
i-881564,0.172,738.91
i-881565,0.2,42.27
i-881566,1.28,158.55
i-881567,0.483,84.56
i-881568,0.2,42.27
i-881569,0.88,95.13
i-881570,0.28,474.64
i-881571,0.483,1161.75
i-881572,0.78,105.7
i-881573,1.48,211.41
i-881574,0.88,95.13
i-881575,0.495,136.37
i-881576,1.37,2642.75
i-881577,0.483,1161.75
i-881578,0.38,31.7
i-881579,0.98,137.41
i-881580,0.483,84.56
i-881581,0.98,137.41
i-881582,0.483,84.56
i-881583,0.44,503.18
i-881584,0.88,95.13
i-881585,0.28,474.64
i-881586,0.28,95.13
i-881587,0.78,105.7
i-881588,0.44,503.18
i-881589,0.28,474.64
i-881590,0.38,31.7
i-881591,1.37,2642.75
i-881592,0.166,844.62
i-881593,0.38,31.7
i-881594,1.25,2325.62
i-881595,1.48,211.41
i-881596,0.98,137.41
i-881597,0.88,95.13
i-881598,0.44,503.18
i-881599,0.495,136.37
i-881600,0.495,136.37
i-881601,0.495,136.37
i-881602,0.88,95.13
i-881603,0.21,559.21
i-881604,0.483,84.56
i-881605,0.44,503.18
i-881606,0.483,84.56
i-881607,0.483,84.56
i-881608,1.48,211.41
i-881609,1.25,2325.62
i-881610,0.44,503.18
i-881611,1.25,2325.62
i-881612,0.21,559.21
i-881613,0.28,95.13
i-881614,0.28,474.64
i-881615,0.166,844.62
i-881616,0.88,95.13
i-881617,0.495,136.37
i-881618,0.172,738.91
i-881619,0.28,474.64
i-881620,0.483,523.26
i-881621,0.28,95.13
i-881622,0.88,95.13
i-881623,1.37,2642.75
i-881624,0.483,1161.75
i-881625,0.21,559.21
i-881626,0.483,1161.75
i-881627,1.48,211.41
i-881628,0.2,42.27
i-881629,0.98,137.41
i-881630,0.98,137.41
i-881631,0.172,738.91
i-881632,1.48,211.41
i-881633,0.28,474.64
i-881634,0.38,31.7
i-881635,1.48,211.41
i-881636,0.88,95.13
i-881637,1.48,211.41
i-881638,0.166,844.62
i-881639,0.2,42.27
i-881640,0.483,523.26
i-881641,0.172,738.91
i-881642,0.483,1161.75
i-881643,1.48,211.41
i-881644,0.28,95.13
i-881645,0.98,137.41
i-881646,1.37,2642.75
i-881647,0.172,738.91
i-881648,0.188,1214.61
i-881649,0.38,31.7
i-881650,0.78,105.7
i-881651,0.28,474.64
i-881652,0.483,1161.75
i-881653,0.483,84.56
i-881654,0.483,1161.75
i-881655,0.2,42.27
i-881656,0.166,844.62
i-881657,0.188,1214.61
i-881658,1.48,211.41
i-881659,0.495,136.37
i-881660,0.28,474.64
i-881661,0.28,95.13
i-881662,0.88,95.13
i-881663,0.483,84.56
i-881664,1.25,2325.62
i-881665,0.483,84.56
i-881666,1.25,2325.62
i-881667,0.483,84.56
i-881668,0.28,474.64
i-881669,0.483,84.56
i-881670,1.37,2642.75
i-881671,1.25,2325.62
i-881672,1.37,2642.75
i-881673,0.28,95.13
i-881674,0.21,559.21
i-881675,0.28,95.13
i-881676,0.21,559.21
i-881677,1.37,2642.75
i-881678,0.28,474.64
i-881679,0.78,105.7
i-881680,1.28,158.55
i-881681,1.48,211.41
i-881682,1.37,2642.75
i-881683,0.28,95.13
i-881684,0.98,137.41
i-881685,0.78,105.7
i-881686,0.483,84.56
i-881687,0.28,474.64
i-881688,1.37,2642.75
i-881689,0.28,474.64
i-881690,0.495,136.37
i-881691,0.28,474.64
i-881692,0.483,84.56
i-881693,0.172,738.91
i-881694,0.78,105.7
i-881695,0.495,136.37
i-881696,0.28,474.64
i-881697,1.37,2642.75
i-881698,0.28,95.13
i-881699,0.88,95.13
i-881700,1.37,2642.75
i-881701,0.188,1214.61
i-881702,0.98,137.41
i-881703,0.28,474.64
i-881704,0.88,95.13
i-881705,0.28,95.13
i-881706,1.25,2325.62
i-881707,1.25,2325.62
i-881708,1.28,158.55
i-881709,0.2,42.27
i-881710,0.188,1214.61
i-881711,0.88,95.13
i-881712,1.28,158.55
i-881713,0.166,844.62
i-881714,0.98,137.41
i-881715,0.188,1214.61
i-881716,1.28,158.55
i-881717,0.28,95.13
i-881718,1.37,2642.75
i-881719,0.2,42.27
i-881720,0.483,84.56
i-881721,0.2,42.27
i-881722,0.166,844.62
i-881723,1.28,158.55
i-881724,1.25,2325.62
i-881725,0.483,523.26
i-881726,0.44,503.18
i-881727,0.28,95.13
i-881728,0.188,1214.61
i-881729,0.495,136.37
i-881730,0.78,105.7
i-881731,0.98,137.41
i-881732,1.28,158.55
i-881733,0.78,105.7
i-881734,0.483,523.26
i-881735,0.483,523.26
i-881736,0.28,95.13
i-881737,0.78,105.7
i-881738,1.37,2642.75
i-881739,0.483,84.56
i-881740,0.28,95.13
i-881741,0.188,1214.61
i-881742,0.28,95.13
i-881743,1.37,2642.75
i-881744,1.37,2642.75
i-881745,0.88,95.13
i-881746,1.48,211.41
i-881747,0.2,42.27
i-881748,1.37,2642.75
i-881749,0.38,31.7
i-881750,1.28,158.55
i-881751,0.172,738.91
i-881752,1.28,158.55
i-881753,0.483,1161.75
i-881754,0.21,559.21
i-881755,0.483,523.26
i-881756,0.28,474.64
i-881757,0.483,523.26
i-881758,0.38,31.7
i-881759,0.172,738.91
i-881760,0.78,105.7
i-881761,1.48,211.41
i-881762,1.25,2325.62
i-881763,0.2,42.27
i-881764,0.483,84.56
i-881765,0.44,503.18
i-881766,0.483,84.56
i-881767,0.78,105.7
i-881768,1.48,211.41
i-881769,0.188,1214.61
i-881770,0.483,1161.75
i-881771,0.483,84.56
i-881772,1.25,2325.62
i-881773,0.88,95.13
i-881774,1.28,158.55
i-881775,0.98,137.41
i-881776,0.495,136.37
i-881777,0.78,105.7
i-881778,0.28,474.64
i-881779,0.38,31.7
i-881780,0.28,95.13
i-881781,0.483,1161.75
i-881782,0.21,559.21
i-881783,0.2,42.27
i-881784,0.78,105.7
i-881785,0.44,503.18
i-881786,0.28,474.64
i-881787,0.483,84.56
i-881788,0.483,84.56
i-881789,0.98,137.41
i-881790,0.2,42.27
i-881791,0.28,95.13
i-881792,1.48,211.41
i-881793,0.2,42.27
i-881794,0.28,95.13
i-881795,0.166,844.62
i-881796,0.88,95.13
i-881797,0.166,844.62
i-881798,0.483,84.56
i-881799,1.37,2642.75
i-881800,1.25,2325.62
i-881801,0.2,42.27
i-881802,0.38,31.7
i-881803,0.98,137.41
i-881804,0.38,31.7
i-881805,0.188,1214.61
i-881806,0.2,42.27
i-881807,0.483,84.56
i-881808,0.483,1161.75
i-881809,1.37,2642.75
i-881810,0.98,137.41
i-881811,0.495,136.37
i-881812,0.172,738.91
i-881813,0.483,523.26
i-881814,0.88,95.13
i-881815,0.78,105.7
i-881816,0.21,559.21
i-881817,0.483,84.56
i-881818,1.48,211.41
i-881819,0.28,95.13
i-881820,1.28,158.55
i-881821,1.48,211.41
i-881822,0.495,136.37
i-881823,0.78,105.7
i-881824,0.28,474.64
i-881825,1.25,2325.62
i-881826,0.483,84.56
i-881827,0.483,84.56
i-881828,0.188,1214.61
i-881829,1.25,2325.62
i-881830,0.88,95.13
i-881831,0.172,738.91
i-881832,0.483,84.56
i-881833,0.28,474.64
i-881834,0.44,503.18
i-881835,0.172,738.91
i-881836,0.172,738.91
i-881837,1.25,2325.62
i-881838,0.188,1214.61
i-881839,0.21,559.21
i-881840,0.188,1214.61
i-881841,1.25,2325.62
i-881842,0.483,1161.75
i-881843,0.483,84.56
i-881844,1.25,2325.62
i-881845,0.188,1214.61
i-881846,0.28,95.13
i-881847,0.28,95.13
i-881848,1.28,158.55
i-881849,0.98,137.41
i-881850,0.28,95.13
i-881851,0.483,1161.75
i-881852,0.172,738.91
i-881853,0.44,503.18
i-881854,1.25,2325.62
i-881855,0.495,136.37
i-881856,1.28,158.55
i-881857,0.21,559.21
i-881858,0.38,31.7
i-881859,0.98,137.41
i-881860,0.21,559.21
i-881861,0.483,84.56
i-881862,0.166,844.62
i-881863,0.28,474.64
i-881864,0.166,844.62
i-881865,0.28,95.13
i-881866,0.483,84.56
i-881867,0.44,503.18
i-881868,0.88,95.13
i-881869,1.25,2325.62
i-881870,0.2,42.27
i-881871,0.28,474.64
i-881872,0.483,523.26
i-881873,1.37,2642.75
i-881874,0.88,95.13
i-881875,0.188,1214.61
i-881876,1.25,2325.62
i-881877,0.78,105.7
i-881878,0.98,137.41
i-881879,0.483,84.56
i-881880,0.98,137.41
i-881881,1.28,158.55
i-881882,0.495,136.37
i-881883,0.172,738.91
i-881884,0.88,95.13
i-881885,1.25,2325.62
i-881886,0.483,1161.75
i-881887,0.44,503.18
i-881888,0.28,474.64
i-881889,0.21,559.21
i-881890,0.2,42.27
i-881891,1.28,158.55
i-881892,0.38,31.7
i-881893,0.28,474.64
i-881894,1.25,2325.62
i-881895,0.166,844.62
i-881896,0.28,95.13
i-881897,0.166,844.62
i-881898,0.166,844.62
i-881899,0.98,137.41
i-881900,0.98,137.41
i-881901,0.28,95.13
i-881902,0.166,844.62
i-881903,0.28,95.13
i-881904,0.98,137.41
i-881905,0.166,844.62
i-881906,0.483,523.26
i-881907,0.88,95.13
i-881908,1.28,158.55
i-881909,0.78,105.7
i-881910,0.88,95.13
i-881911,0.188,1214.61
i-881912,1.25,2325.62
i-881913,1.25,2325.62
i-881914,0.2,42.27
i-881915,0.172,738.91
i-881916,0.172,738.91
i-881917,0.28,474.64
i-881918,0.78,105.7
i-881919,0.44,503.18
i-881920,0.98,137.41
i-881921,0.21,559.21
i-881922,0.21,559.21
i-881923,1.25,2325.62
i-881924,0.38,31.7
i-881925,0.188,1214.61
i-881926,0.495,136.37
i-881927,0.28,474.64
i-881928,0.98,137.41
i-881929,0.78,105.7
i-881930,0.38,31.7
i-881931,0.172,738.91
i-881932,0.188,1214.61
i-881933,0.21,559.21
i-881934,0.188,1214.61
i-881935,0.38,31.7
i-881936,0.483,523.26
i-881937,1.25,2325.62
i-881938,0.98,137.41
i-881939,0.172,738.91
i-881940,0.2,42.27
i-881941,0.483,1161.75
i-881942,0.483,84.56
i-881943,1.48,211.41
i-881944,0.88,95.13
i-881945,0.166,844.62
i-881946,1.37,2642.75
i-881947,0.38,31.7
i-881948,0.88,95.13
i-881949,1.25,2325.62
i-881950,0.28,95.13
i-881951,0.88,95.13
i-881952,0.21,559.21
i-881953,1.28,158.55
i-881954,0.495,136.37
i-881955,0.38,31.7
i-881956,0.28,474.64
i-881957,0.483,1161.75
i-881958,0.38,31.7
i-881959,0.78,105.7
i-881960,0.483,84.56
i-881961,0.495,136.37
i-881962,0.88,95.13
i-881963,0.28,95.13
i-881964,0.78,105.7
i-881965,0.21,559.21
i-881966,0.28,474.64
i-881967,0.483,523.26
i-881968,0.166,844.62
i-881969,0.172,738.91
i-881970,0.483,1161.75
i-881971,0.2,42.27
i-881972,0.483,84.56
i-881973,0.483,84.56
i-881974,0.2,42.27
i-881975,0.483,523.26
i-881976,0.28,95.13
i-881977,0.28,95.13
i-881978,0.78,105.7
i-881979,1.37,2642.75
i-881980,0.28,474.64
i-881981,0.28,474.64
i-881982,0.21,559.21
i-881983,0.166,844.62
i-881984,0.483,523.26
i-881985,0.88,95.13
i-881986,0.483,84.56
i-881987,0.28,95.13
i-881988,0.28,95.13
i-881989,0.44,503.18
i-881990,0.483,1161.75
i-881991,1.28,158.55
i-881992,0.21,559.21
i-881993,0.44,503.18
i-881994,1.28,158.55
i-881995,0.166,844.62
i-881996,1.28,158.55
i-881997,0.21,559.21
i-881998,0.28,95.13
i-881999,0.78,105.7
i-882000,0.88,95.13
i-882001,0.88,95.13
i-882002,0.88,95.13
i-882003,0.98,137.41
i-882004,0.28,474.64
i-882005,0.78,105.7
i-882006,0.172,738.91
i-882007,0.28,474.64
i-882008,0.495,136.37
i-882009,1.48,211.41
i-882010,0.2,42.27
i-882011,1.37,2642.75
i-882012,0.2,42.27
i-882013,0.166,844.62
i-882014,0.28,474.64
i-882015,0.483,523.26
i-882016,0.38,31.7
i-882017,0.483,523.26
i-882018,1.28,158.55
i-882019,0.98,137.41
i-882020,0.483,1161.75
i-882021,0.98,137.41
i-882022,0.2,42.27
i-882023,1.28,158.55
i-882024,0.2,42.27
i-882025,0.44,503.18
i-882026,0.44,503.18
i-882027,1.37,2642.75
i-882028,0.172,738.91
i-882029,0.98,137.41
i-882030,0.483,84.56
i-882031,0.28,95.13
i-882032,0.483,1161.75
i-882033,0.495,136.37
i-882034,0.21,559.21
i-882035,1.37,2642.75
i-882036,0.483,84.56
i-882037,1.25,2325.62
i-882038,0.78,105.7
i-882039,0.495,136.37
i-882040,1.48,211.41
i-882041,0.88,95.13
i-882042,1.28,158.55
i-882043,0.483,1161.75
i-882044,0.44,503.18
i-882045,0.88,95.13
i-882046,0.495,136.37
i-882047,1.28,158.55
i-882048,1.37,2642.75
i-882049,0.172,738.91
i-882050,0.44,503.18
i-882051,0.21,559.21
i-882052,1.37,2642.75
i-882053,0.166,844.62
i-882054,0.483,84.56
i-882055,1.28,158.55
i-882056,0.166,844.62
i-882057,1.25,2325.62
i-882058,0.98,137.41
i-882059,0.78,105.7
i-882060,0.483,1161.75
i-882061,0.88,95.13
i-882062,1.37,2642.75
i-882063,0.88,95.13
i-882064,0.495,136.37
i-882065,0.2,42.27
i-882066,0.172,738.91
i-882067,0.28,95.13
i-882068,0.495,136.37
i-882069,1.37,2642.75
i-882070,0.188,1214.61
i-882071,0.483,1161.75
i-882072,0.88,95.13
i-882073,0.44,503.18
i-882074,0.98,137.41
i-882075,0.44,503.18
i-882076,0.483,1161.75
i-882077,0.495,136.37
i-882078,0.166,844.62
i-882079,1.48,211.41
i-882080,0.495,136.37
i-882081,0.98,137.41
i-882082,0.483,523.26
i-882083,0.88,95.13
i-882084,1.28,158.55
i-882085,1.28,158.55
i-882086,0.88,95.13
i-882087,1.37,2642.75
i-882088,0.166,844.62
i-882089,0.2,42.27
i-882090,0.188,1214.61
i-882091,0.88,95.13
i-882092,0.483,523.26
i-882093,0.166,844.62
i-882094,0.44,503.18
i-882095,0.98,137.41
i-882096,1.25,2325.62
i-882097,0.188,1214.61
i-882098,0.495,136.37
i-882099,0.188,1214.61
i-882100,1.25,2325.62
i-882101,1.28,158.55
i-882102,0.172,738.91
i-882103,0.44,503.18
i-882104,0.172,738.91
i-882105,1.37,2642.75
i-882106,1.48,211.41
i-882107,1.37,2642.75
i-882108,0.28,95.13
i-882109,0.172,738.91
i-882110,0.44,503.18
i-882111,1.25,2325.62
i-882112,1.48,211.41
i-882113,1.37,2642.75
i-882114,1.48,211.41
i-882115,0.98,137.41
i-882116,0.28,95.13
i-882117,0.172,738.91
i-882118,0.88,95.13
