id,type,time,Customer_Order,Transport_Document,Vehicle,Container,Handling_Unit,Truck,Forklift
load_truck_hu1577,Load_Truck,2023-08-07T14:09:17,,,,cr267,hu1577,tr2,
collect_hu1576,Collect_Goods,2023-08-07T14:09:17,,,,,hu1576,,
collect_hu1599,Collect_Goods,2023-08-07T14:24:54,,,,,hu1599,,
load_truck_hu1576,Load_Truck,2023-08-07T14:24:54,,,,cr311,hu1576,tr6,
collect_hu1579,Collect_Goods,2023-08-07T14:37:53,,,,,hu1579,,
load_truck_hu1599,Load_Truck,2023-08-07T14:37:53,,,,cr312,hu1599,tr3,
load_truck_hu1579,Load_Truck,2023-08-07T14:39:45,,,,cr267,hu1579,tr2,
collect_hu1601,Collect_Goods,2023-08-07T14:39:45,,,,,hu1601,,
collect_hu1587,Collect_Goods,2023-08-07T14:55:51,,,,,hu1587,,
load_truck_hu1601,Load_Truck,2023-08-07T14:55:51,,,,cr312,hu1601,tr3,
reg_co103,Register_Customer_Order,2023-08-07T14:58:56,co103,,,,,,
create_td92,Create_Transport_Document,2023-08-07T15:38:45,co87,td92,,,,,
collect_hu1589,Collect_Goods,2023-08-07T15:57:33,,,,,hu1589,,
load_truck_hu1587,Load_Truck,2023-08-07T15:57:33,,,,cr319,hu1587,tr5,
collect_hu1597,Collect_Goods,2023-08-07T17:13:05,,,,,hu1597,,
load_truck_hu1589,Load_Truck,2023-08-07T17:13:05,,,,cr321,hu1589,tr1,
collect_hu1596,Collect_Goods,2023-08-08T05:24:02,,,,,hu1596,,
load_truck_hu1597,Load_Truck,2023-08-08T05:24:02,,,,cr310,hu1597,tr4,
load_truck_hu1596,Load_Truck,2023-08-08T05:30:23,,,,cr310,hu1596,tr4,
collect_hu1607,Collect_Goods,2023-08-08T06:32:53,,,,,hu1607,,
pick_cr240,Pick_Up_Empty_Container,2023-08-08T06:32:53,,,,cr240,,,
drive_term_cr321,Drive_to_Terminal,2023-08-08T06:32:53,,,,cr321,,tr1,
collect_hu1606,Collect_Goods,2023-08-08T06:39:17,,,,,hu1606,,
weigh_cr321,Weigh,2023-08-08T06:42:16,,,,cr321,,,fl2
collect_hu1609,Collect_Goods,2023-08-08T06:46:17,,,,,hu1609,,
to_bay_cr321,Bring_to_Loading_Bay,2023-08-08T06:46:36,,,,cr321,,,fl2
collect_hu1608,Collect_Goods,2023-08-08T06:50:30,,,,,hu1608,,
pick_cr282,Pick_Up_Empty_Container,2023-08-08T06:55:17,,,,cr282,,,
drive_term_cr311,Drive_to_Terminal,2023-08-08T06:55:17,,,,cr311,,tr6,
pick_cr278,Pick_Up_Empty_Container,2023-08-08T06:59:57,,,,cr278,,,
drive_term_cr310,Drive_to_Terminal,2023-08-08T06:59:57,,,,cr310,,tr4,
drive_term_cr267,Drive_to_Terminal,2023-08-08T07:14:31,,,,cr267,,tr2,
pick_cr315,Pick_Up_Empty_Container,2023-08-08T07:14:31,,,,cr315,,,
weigh_cr267,Weigh,2023-08-08T07:19:45,,,,cr267,,,fl1
to_bay_cr267,Bring_to_Loading_Bay,2023-08-08T07:24:19,,,,cr267,,,fl1
book_vehs_td92,Book_Vehicles,2023-08-08T07:39:00,,td92,vh27,,,,
load_veh_cr321,Load_to_Vehicle,2023-08-08T07:48:52,,,vh21,cr321,,,fl2
collect_hu1622,Collect_Goods,2023-08-08T07:51:57,,,,,hu1622,,
create_td93,Create_Transport_Document,2023-08-08T07:52:59,co100,td93,,,,,
collect_hu1620,Collect_Goods,2023-08-08T07:54:20,,,,,hu1620,,
load_veh_cr267,Load_to_Vehicle,2023-08-08T07:55:22,,,vh21,cr267,,,fl1
load_truck_hu1622,Load_Truck,2023-08-08T07:55:30,,,,cr315,hu1622,tr2,
collect_hu1626,Collect_Goods,2023-08-08T07:56:15,,,,,hu1626,,
drive_term_cr312,Drive_to_Terminal,2023-08-08T07:56:56,,,,cr312,,tr3,
pick_cr302,Pick_Up_Empty_Container,2023-08-08T07:56:56,,,,cr302,,,
collect_hu1610,Collect_Goods,2023-08-08T07:57:41,,,,,hu1610,,
load_truck_hu1626,Load_Truck,2023-08-08T07:57:44,,,,cr315,hu1626,tr2,
weigh_cr311,Weigh,2023-08-08T07:57:53,,,,cr311,,,fl3
load_truck_hu1606,Load_Truck,2023-08-08T07:58:59,,,,cr240,hu1606,tr1,
pick_cr259,Pick_Up_Empty_Container,2023-08-08T07:59:01,,,,cr259,,,
drive_term_cr319,Drive_to_Terminal,2023-08-08T07:59:01,,,,cr319,,tr5,
weigh_cr310,Weigh,2023-08-08T08:03:52,,,,cr310,,,fl1
stock_cr310,Place_in_Stock,2023-08-08T08:07:11,,,,cr310,,,fl1
create_td94,Create_Transport_Document,2023-08-08T08:36:33,co92,td94,,,,,
weigh_cr312,Weigh,2023-08-08T08:57:59,,,,cr312,,,fl1
load_truck_hu1610,Load_Truck,2023-08-08T08:58:18,,,,cr282,hu1610,tr6,
collect_hu1612,Collect_Goods,2023-08-08T08:58:18,,,,,hu1612,,
to_bay_cr311,Bring_to_Loading_Bay,2023-08-08T08:59:39,,,,cr311,,,fl3
weigh_cr319,Weigh,2023-08-08T08:59:48,,,,cr319,,,fl2
depart_vh21,Depart,2023-08-08T09:00:00,,"td61,td63,td74,td75,td77,td82,td83,td84,td88,td89",vh21,"cr218,cr219,cr220,cr221,cr222,cr225,cr226,cr227,cr261,cr262,cr263,cr264,cr265,cr266,cr267,cr268,cr273,cr274,cr291,cr292,cr293,cr294,cr299,cr313,cr321",,,
load_truck_hu1607,Load_Truck,2023-08-08T09:02:08,,,,cr240,hu1607,tr1,
book_vehs_td93,Book_Vehicles,2023-08-08T09:02:44,,td93,"vh22,vh26",,,,
load_truck_hu1608,Load_Truck,2023-08-08T09:03:33,,,,cr240,hu1608,tr1,
load_truck_hu1609,Load_Truck,2023-08-08T09:06:45,,,,cr240,hu1609,tr1,
create_td95,Create_Transport_Document,2023-08-08T09:22:41,co101,td95,,,,,
create_td96,Create_Transport_Document,2023-08-08T09:23:46,co88,td96,,,,,
reg_co104,Register_Customer_Order,2023-08-08T09:52:34,co104,,,,,,
collect_hu1623,Collect_Goods,2023-08-08T10:00:24,,,,,hu1623,,
load_truck_hu1612,Load_Truck,2023-08-08T10:01:05,,,,cr282,hu1612,tr6,
stock_cr312,Place_in_Stock,2023-08-08T10:02:18,,,,cr312,,,fl1
resch_cr_cr311,Reschedule_Container,2023-08-08T10:03:13,,td87,vh22,cr311,,,
to_bay_cr319,Bring_to_Loading_Bay,2023-08-08T10:06:51,,,,cr319,,,fl2
load_truck_hu1620,Load_Truck,2023-08-08T10:30:20,,,,cr278,hu1620,tr4,
collect_hu1618,Collect_Goods,2023-08-08T11:06:08,,,,,hu1618,,
load_truck_hu1623,Load_Truck,2023-08-08T11:06:08,,,,cr315,hu1623,tr2,
collect_hu1629,Collect_Goods,2023-08-08T11:09:44,,,,,hu1629,,
resch_cr_cr319,Reschedule_Container,2023-08-08T11:12:26,,td89,vh22,cr319,,,
collect_hu1624,Collect_Goods,2023-08-08T11:16:38,,,,,hu1624,,
load_truck_hu1629,Load_Truck,2023-08-08T11:16:38,,,,cr302,hu1629,tr3,
load_truck_hu1624,Load_Truck,2023-08-08T11:19:44,,,,cr315,hu1624,tr2,
collect_hu1634,Collect_Goods,2023-08-08T11:19:44,,,,,hu1634,,
load_truck_hu1634,Load_Truck,2023-08-08T11:38:55,,,,cr259,hu1634,tr5,
collect_hu1615,Collect_Goods,2023-08-08T11:38:55,,,,,hu1615,,
load_truck_hu1618,Load_Truck,2023-08-08T11:41:51,,,,cr278,hu1618,tr4,
load_truck_hu1615,Load_Truck,2023-08-08T11:44:38,,,,cr282,hu1615,tr6,
collect_hu1611,Collect_Goods,2023-08-08T11:44:38,,,,,hu1611,,
book_vehs_td94,Book_Vehicles,2023-08-08T11:49:30,,td94,vh29,,,,
collect_hu1632,Collect_Goods,2023-08-08T11:56:06,,,,,hu1632,,
load_truck_hu1611,Load_Truck,2023-08-08T11:56:06,,,,cr282,hu1611,tr6,
book_vehs_td95,Book_Vehicles,2023-08-08T12:03:10,,td95,"vh22,vh27",,,,
collect_hu1605,Collect_Goods,2023-08-08T13:03:09,,,,,hu1605,,
load_truck_hu1632,Load_Truck,2023-08-08T13:03:09,,,,cr302,hu1632,tr3,
collect_hu1637,Collect_Goods,2023-08-08T13:05:51,,,,,hu1637,,
load_truck_hu1605,Load_Truck,2023-08-08T13:05:51,,,,cr240,hu1605,tr1,
load_truck_hu1637,Load_Truck,2023-08-08T13:17:29,,,,cr259,hu1637,tr5,
collect_hu1614,Collect_Goods,2023-08-08T13:17:29,,,,,hu1614,,
collect_hu1631,Collect_Goods,2023-08-08T13:19:19,,,,,hu1631,,
load_truck_hu1614,Load_Truck,2023-08-08T13:19:19,,,,cr282,hu1614,tr6,
collect_hu1628,Collect_Goods,2023-08-08T13:26:19,,,,,hu1628,,
load_truck_hu1631,Load_Truck,2023-08-08T13:26:19,,,,cr302,hu1631,tr3,
collect_hu1613,Collect_Goods,2023-08-08T13:27:47,,,,,hu1613,,
load_truck_hu1628,Load_Truck,2023-08-08T13:28:44,,,,cr302,hu1628,tr3,
load_truck_hu1613,Load_Truck,2023-08-08T13:33:47,,,,cr282,hu1613,tr6,
collect_hu1627,Collect_Goods,2023-08-08T13:33:47,,,,,hu1627,,
load_truck_hu1627,Load_Truck,2023-08-08T13:36:10,,,,cr315,hu1627,tr2,
collect_hu1621,Collect_Goods,2023-08-08T13:36:10,,,,,hu1621,,
collect_hu1625,Collect_Goods,2023-08-08T13:42:46,,,,,hu1625,,
load_truck_hu1621,Load_Truck,2023-08-08T13:42:46,,,,cr278,hu1621,tr4,
collect_hu1635,Collect_Goods,2023-08-08T13:51:58,,,,,hu1635,,
load_truck_hu1625,Load_Truck,2023-08-08T13:51:58,,,,cr315,hu1625,tr2,
load_truck_hu1635,Load_Truck,2023-08-08T13:55:11,,,,cr259,hu1635,tr5,
collect_hu1617,Collect_Goods,2023-08-08T13:55:11,,,,,hu1617,,
book_vehs_td96,Book_Vehicles,2023-08-08T14:05:26,,td96,vh27,,,,
pick_cr318,Pick_Up_Empty_Container,2023-08-08T14:41:25,,,,cr318,,,
drive_term_cr282,Drive_to_Terminal,2023-08-08T14:41:25,,,,cr282,,tr6,
weigh_cr282,Weigh,2023-08-08T14:44:47,,,,cr282,,,fl3
stock_cr282,Place_in_Stock,2023-08-08T14:48:20,,,,cr282,,,fl3
collect_hu1630,Collect_Goods,2023-08-08T14:57:56,,,,,hu1630,,
load_truck_hu1617,Load_Truck,2023-08-08T14:57:56,,,,cr278,hu1617,tr4,
reg_co105,Register_Customer_Order,2023-08-08T16:09:50,co105,,,,,,
collect_hu1642,Collect_Goods,2023-08-08T16:29:11,,,,,hu1642,,
load_truck_hu1630,Load_Truck,2023-08-08T16:29:11,,,,cr302,hu1630,tr3,
collect_hu1638,Collect_Goods,2023-08-09T05:30:45,,,,,hu1638,,
load_truck_hu1642,Load_Truck,2023-08-09T05:42:15,,,,cr318,hu1642,tr6,
collect_hu1643,Collect_Goods,2023-08-09T05:45:11,,,,,hu1643,,
load_truck_hu1638,Load_Truck,2023-08-09T05:45:11,,,,cr259,hu1638,tr5,
load_truck_hu1643,Load_Truck,2023-08-09T05:54:31,,,,cr318,hu1643,tr6,
collect_hu1619,Collect_Goods,2023-08-09T05:54:31,,,,,hu1619,,
create_td97,Create_Transport_Document,2023-08-09T06:09:06,co98,td97,,,,,
pick_cr247,Pick_Up_Empty_Container,2023-08-09T06:11:54,,,,cr247,,,
drive_term_cr315,Drive_to_Terminal,2023-08-09T06:11:54,,,,cr315,,tr2,
weigh_cr315,Weigh,2023-08-09T06:20:28,,,,cr315,,,fl2
order_crs_td95,Order_Empty_Containers,2023-08-09T06:22:17,,td95,,"cr344,cr345",,,
stock_cr315,Place_in_Stock,2023-08-09T06:23:14,,,,cr315,,,fl2
create_td98,Create_Transport_Document,2023-08-09T06:41:06,co89,td98,,,,,
collect_hu1645,Collect_Goods,2023-08-09T06:56:20,,,,,hu1645,,
load_truck_hu1619,Load_Truck,2023-08-09T06:56:20,,,,cr278,hu1619,tr4,
collect_hu1649,Collect_Goods,2023-08-09T06:58:20,,,,,hu1649,,
load_truck_hu1645,Load_Truck,2023-08-09T07:02:00,,,,cr318,hu1645,tr6,
order_crs_td96,Order_Empty_Containers,2023-08-09T07:37:00,,td96,,"cr346,cr347,cr348",,,
book_vehs_td98,Book_Vehicles,2023-08-09T07:53:26,,td98,"vh22,vh25",,,,
load_truck_hu1649,Load_Truck,2023-08-09T08:02:12,,,,cr247,hu1649,tr2,
collect_hu1648,Collect_Goods,2023-08-09T08:02:12,,,,,hu1648,,
order_crs_td92,Order_Empty_Containers,2023-08-09T08:08:03,,td92,,"cr332,cr333,cr334",,,
load_truck_hu1648,Load_Truck,2023-08-09T08:08:49,,,,cr247,hu1648,tr2,
collect_hu1644,Collect_Goods,2023-08-09T08:08:49,,,,,hu1644,,
load_truck_hu1644,Load_Truck,2023-08-09T08:12:43,,,,cr318,hu1644,tr6,
collect_hu1616,Collect_Goods,2023-08-09T08:12:43,,,,,hu1616,,
load_truck_hu1616,Load_Truck,2023-08-09T08:21:54,,,,cr278,hu1616,tr4,
collect_hu1633,Collect_Goods,2023-08-09T08:21:54,,,,,hu1633,,
load_truck_hu1633,Load_Truck,2023-08-09T08:27:56,,,,cr302,hu1633,tr3,
collect_hu1650,Collect_Goods,2023-08-09T08:27:56,,,,,hu1650,,
collect_hu1640,Collect_Goods,2023-08-09T08:40:28,,,,,hu1640,,
load_truck_hu1650,Load_Truck,2023-08-09T08:40:28,,,,cr247,hu1650,tr2,
collect_hu1641,Collect_Goods,2023-08-09T08:44:50,,,,,hu1641,,
load_truck_hu1640,Load_Truck,2023-08-09T08:44:50,,,,cr318,hu1640,tr6,
load_truck_hu1641,Load_Truck,2023-08-09T08:47:31,,,,cr318,hu1641,tr6,
collect_hu1636,Collect_Goods,2023-08-09T08:47:31,,,,,hu1636,,
load_truck_hu1636,Load_Truck,2023-08-09T08:55:17,,,,cr259,hu1636,tr5,
collect_hu1651,Collect_Goods,2023-08-09T08:55:17,,,,,hu1651,,
collect_hu1647,Collect_Goods,2023-08-09T08:57:31,,,,,hu1647,,
load_truck_hu1651,Load_Truck,2023-08-09T08:57:31,,,,cr247,hu1651,tr2,
book_vehs_td97,Book_Vehicles,2023-08-09T09:49:06,,td97,vh27,,,,
order_crs_td93,Order_Empty_Containers,2023-08-09T09:58:51,,td93,,"cr335,cr336,cr337,cr338,cr339",,,
load_truck_hu1647,Load_Truck,2023-08-09T10:00:56,,,,cr247,hu1647,tr2,
collect_hu1604,Collect_Goods,2023-08-09T10:00:56,,,,,hu1604,,
pick_cr328,Pick_Up_Empty_Container,2023-08-09T10:01:30,,,,cr328,,,
drive_term_cr318,Drive_to_Terminal,2023-08-09T10:01:30,,,,cr318,,tr6,
drive_term_cr278,Drive_to_Terminal,2023-08-09T10:12:30,,,,cr278,,tr4,
pick_cr317,Pick_Up_Empty_Container,2023-08-09T10:12:30,,,,cr317,,,
reg_co106,Register_Customer_Order,2023-08-09T10:14:22,co106,,,,,,
drive_term_cr302,Drive_to_Terminal,2023-08-09T10:17:34,,,,cr302,,tr3,
pick_cr337,Pick_Up_Empty_Container,2023-08-09T10:17:34,,,,cr337,,,
order_crs_td94,Order_Empty_Containers,2023-08-09T10:21:46,,td94,,"cr340,cr341,cr342,cr343",,,
load_truck_hu1604,Load_Truck,2023-08-09T11:06:47,,,,cr240,hu1604,tr1,
collect_hu1659,Collect_Goods,2023-08-09T11:06:47,,,,,hu1659,,
weigh_cr318,Weigh,2023-08-09T11:14:34,,,,cr318,,,fl3
collect_hu1661,Collect_Goods,2023-08-09T11:15:00,,,,,hu1661,,
stock_cr318,Place_in_Stock,2023-08-09T11:16:12,,,,cr318,,,fl3
weigh_cr278,Weigh,2023-08-09T11:20:26,,,,cr278,,,fl3
collect_hu1666,Collect_Goods,2023-08-09T11:21:06,,,,,hu1666,,
weigh_cr302,Weigh,2023-08-09T11:25:29,,,,cr302,,,fl2
stock_cr278,Place_in_Stock,2023-08-09T11:30:10,,,,cr278,,,fl3
collect_hu1653,Collect_Goods,2023-08-09T11:30:57,,,,,hu1653,,
stock_cr302,Place_in_Stock,2023-08-09T11:31:23,,,,cr302,,,fl2
pick_cr305,Pick_Up_Empty_Container,2023-08-09T11:34:00,,,,cr305,,,
drive_term_cr240,Drive_to_Terminal,2023-08-09T11:34:00,,,,cr240,,tr1,
collect_hu1663,Collect_Goods,2023-08-09T11:34:32,,,,,hu1663,,
weigh_cr240,Weigh,2023-08-09T11:41:12,,,,cr240,,,fl1
collect_hu1674,Collect_Goods,2023-08-09T11:43:08,,,,,hu1674,,
collect_hu1667,Collect_Goods,2023-08-09T11:44:57,,,,,hu1667,,
stock_cr240,Place_in_Stock,2023-08-09T11:45:40,,,,cr240,,,fl1
collect_hu1657,Collect_Goods,2023-08-09T11:48:02,,,,,hu1657,,
load_truck_hu1653,Load_Truck,2023-08-09T11:50:59,,,,cr328,hu1653,tr6,
collect_hu1652,Collect_Goods,2023-08-09T11:55:09,,,,,hu1652,,
load_truck_hu1657,Load_Truck,2023-08-09T11:57:09,,,,cr328,hu1657,tr6,
collect_hu1656,Collect_Goods,2023-08-09T11:59:09,,,,,hu1656,,
load_truck_hu1652,Load_Truck,2023-08-09T11:59:09,,,,cr328,hu1652,tr6,
load_truck_hu1663,Load_Truck,2023-08-09T12:01:39,,,,cr317,hu1663,tr4,
load_truck_hu1661,Load_Truck,2023-08-09T12:04:59,,,,cr317,hu1661,tr4,
load_truck_hu1666,Load_Truck,2023-08-09T12:07:14,,,,cr337,hu1666,tr3,
load_truck_hu1667,Load_Truck,2023-08-09T12:14:43,,,,cr337,hu1667,tr3,
load_truck_hu1659,Load_Truck,2023-08-09T12:14:53,,,,cr317,hu1659,tr4,
load_truck_hu1674,Load_Truck,2023-08-09T12:52:54,,,,cr305,hu1674,tr1,
load_truck_hu1656,Load_Truck,2023-08-09T13:03:02,,,,cr328,hu1656,tr6,
collect_hu1668,Collect_Goods,2023-08-09T13:03:02,,,,,hu1668,,
load_truck_hu1668,Load_Truck,2023-08-09T13:04:32,,,,cr337,hu1668,tr3,
collect_hu1673,Collect_Goods,2023-08-09T13:04:32,,,,,hu1673,,
collect_hu1660,Collect_Goods,2023-08-09T13:16:04,,,,,hu1660,,
collect_hu1664,Collect_Goods,2023-08-09T13:20:50,,,,,hu1664,,
load_truck_hu1660,Load_Truck,2023-08-09T13:20:50,,,,cr317,hu1660,tr4,
collect_hu1639,Collect_Goods,2023-08-09T13:22:38,,,,,hu1639,,
load_truck_hu1664,Load_Truck,2023-08-09T13:22:38,,,,cr337,hu1664,tr3,
load_truck_hu1639,Load_Truck,2023-08-09T13:25:14,,,,cr259,hu1639,tr5,
collect_hu1662,Collect_Goods,2023-08-09T13:25:14,,,,,hu1662,,
collect_hu1665,Collect_Goods,2023-08-09T13:36:21,,,,,hu1665,,
load_truck_hu1662,Load_Truck,2023-08-09T13:36:21,,,,cr317,hu1662,tr4,
load_truck_hu1665,Load_Truck,2023-08-09T13:38:28,,,,cr337,hu1665,tr3,
collect_hu1658,Collect_Goods,2023-08-09T13:38:28,,,,,hu1658,,
collect_hu1669,Collect_Goods,2023-08-09T13:40:27,,,,,hu1669,,
load_truck_hu1658,Load_Truck,2023-08-09T13:41:58,,,,cr317,hu1658,tr4,
collect_hu1646,Collect_Goods,2023-08-09T13:52:09,,,,,hu1646,,
load_truck_hu1669,Load_Truck,2023-08-09T13:52:09,,,,cr337,hu1669,tr3,
load_truck_hu1673,Load_Truck,2023-08-09T13:54:26,,,,cr305,hu1673,tr1,
collect_hu1675,Collect_Goods,2023-08-09T13:58:38,,,,,hu1675,,
load_truck_hu1646,Load_Truck,2023-08-09T13:58:38,,,,cr247,hu1646,tr2,
order_crs_td97,Order_Empty_Containers,2023-08-09T14:02:13,,td97,,"cr349,cr350,cr351",,,
pick_cr345,Pick_Up_Empty_Container,2023-08-09T15:00:14,,,,cr345,,,
drive_term_cr317,Drive_to_Terminal,2023-08-09T15:00:14,,,,cr317,,tr4,
weigh_cr317,Weigh,2023-08-09T15:03:47,,,,cr317,,,fl2
collect_hu1672,Collect_Goods,2023-08-09T15:06:23,,,,,hu1672,,
load_truck_hu1675,Load_Truck,2023-08-09T15:06:23,,,,cr305,hu1675,tr1,
stock_cr317,Place_in_Stock,2023-08-09T15:11:44,,,,cr317,,,fl2
collect_hu1670,Collect_Goods,2023-08-09T15:14:42,,,,,hu1670,,
load_truck_hu1672,Load_Truck,2023-08-09T15:20:38,,,,cr305,hu1672,tr1,
pick_cr290,Pick_Up_Empty_Container,2023-08-09T15:32:37,,,,cr290,,,
drive_term_cr259,Drive_to_Terminal,2023-08-09T15:32:37,,,,cr259,,tr5,
collect_hu1654,Collect_Goods,2023-08-09T15:39:46,,,,,hu1654,,
load_truck_hu1670,Load_Truck,2023-08-09T15:39:46,,,,cr305,hu1670,tr1,
load_truck_hu1654,Load_Truck,2023-08-09T15:50:55,,,,cr328,hu1654,tr6,
collect_hu1676,Collect_Goods,2023-08-09T15:50:55,,,,,hu1676,,
reg_co107,Register_Customer_Order,2023-08-09T15:53:26,co107,,,,,,
weigh_cr259,Weigh,2023-08-09T15:53:51,,,,cr259,,,fl3
order_crs_td98,Order_Empty_Containers,2023-08-09T16:21:27,,td98,,"cr352,cr353,cr354,cr355",,,
create_td99,Create_Transport_Document,2023-08-09T16:22:02,co99,td99,,,,,
pick_cr331,Pick_Up_Empty_Container,2023-08-09T16:42:48,,,,cr331,,,
drive_term_cr247,Drive_to_Terminal,2023-08-09T16:42:48,,,,cr247,,tr2,
stock_cr259,Place_in_Stock,2023-08-09T17:06:45,,,,cr259,,,fl3
collect_hu1678,Collect_Goods,2023-08-09T17:17:18,,,,,hu1678,,
collect_hu1682,Collect_Goods,2023-08-10T05:25:17,,,,,hu1682,,
collect_hu1677,Collect_Goods,2023-08-10T05:30:25,,,,,hu1677,,
load_truck_hu1676,Load_Truck,2023-08-10T05:31:25,,,,cr345,hu1676,tr4,
load_veh_cr319,Load_to_Vehicle,2023-08-10T05:36:10,,,vh22,cr319,,,fl1
to_bay_cr272,Bring_to_Loading_Bay,2023-08-10T05:38:39,,,,cr272,,,fl3
to_bay_cr269,Bring_to_Loading_Bay,2023-08-10T05:45:22,,,,cr269,,,fl1
load_veh_cr311,Load_to_Vehicle,2023-08-10T05:48:10,,,vh22,cr311,,,fl2
weigh_cr247,Weigh,2023-08-10T05:48:10,,,,cr247,,,fl2
stock_cr247,Place_in_Stock,2023-08-10T05:52:35,,,,cr247,,,fl2
drive_term_cr337,Drive_to_Terminal,2023-08-10T05:57:49,,,,cr337,,tr3,
pick_cr329,Pick_Up_Empty_Container,2023-08-10T05:57:49,,,,cr329,,,
to_bay_cr277,Bring_to_Loading_Bay,2023-08-10T05:58:02,,,,cr277,,,fl2
load_truck_hu1677,Load_Truck,2023-08-10T06:31:58,,,,cr290,hu1677,tr5,
collect_hu1688,Collect_Goods,2023-08-10T06:31:58,,,,,hu1688,,
collect_hu1684,Collect_Goods,2023-08-10T06:45:14,,,,,hu1684,,
load_veh_cr269,Load_to_Vehicle,2023-08-10T06:50:16,,,vh22,cr269,,,fl1
pick_cr320,Pick_Up_Empty_Container,2023-08-10T06:53:46,,,,cr320,,,
drive_term_cr345,Drive_to_Terminal,2023-08-10T06:53:46,,,,cr345,,tr4,
to_bay_cr276,Bring_to_Loading_Bay,2023-08-10T06:56:52,,,,cr276,,,fl1
load_truck_hu1678,Load_Truck,2023-08-10T06:57:55,,,,cr331,hu1678,tr2,
collect_hu1690,Collect_Goods,2023-08-10T06:58:07,,,,,hu1690,,
drive_term_cr290,Drive_to_Terminal,2023-08-10T07:41:57,,,,cr290,,tr5,
pick_cr298,Pick_Up_Empty_Container,2023-08-10T07:41:57,,,,cr298,,,
load_veh_cr277,Load_to_Vehicle,2023-08-10T07:55:52,,,vh22,cr277,,,fl2
to_bay_cr238,Bring_to_Loading_Bay,2023-08-10T07:59:01,,,,cr238,,,fl2
collect_hu1693,Collect_Goods,2023-08-10T07:59:24,,,,,hu1693,,
load_truck_hu1682,Load_Truck,2023-08-10T08:01:12,,,,cr331,hu1682,tr2,
load_truck_hu1690,Load_Truck,2023-08-10T08:30:46,,,,cr320,hu1690,tr4,
book_vehs_td99,Book_Vehicles,2023-08-10T08:56:58,,td99,"vh23,vh29",,,,
collect_hu1689,Collect_Goods,2023-08-10T09:01:03,,,,,hu1689,,
load_truck_hu1693,Load_Truck,2023-08-10T09:01:03,,,,cr320,hu1693,tr4,
collect_hu1680,Collect_Goods,2023-08-10T09:05:54,,,,,hu1680,,
load_truck_hu1689,Load_Truck,2023-08-10T09:06:50,,,,cr320,hu1689,tr4,
load_veh_cr272,Load_to_Vehicle,2023-08-10T09:07:14,,,vh22,cr272,,,fl3
collect_hu1679,Collect_Goods,2023-08-10T09:09:35,,,,,hu1679,,
load_truck_hu1680,Load_Truck,2023-08-10T09:09:35,,,,cr331,hu1680,tr2,
load_veh_cr276,Load_to_Vehicle,2023-08-10T09:12:57,,,vh22,cr276,,,fl1
load_truck_hu1679,Load_Truck,2023-08-10T09:13:37,,,,cr331,hu1679,tr2,
collect_hu1692,Collect_Goods,2023-08-10T09:13:37,,,,,hu1692,,
to_bay_cr254,Bring_to_Loading_Bay,2023-08-10T09:13:52,,,,cr254,,,fl3
load_truck_hu1692,Load_Truck,2023-08-10T09:15:08,,,,cr320,hu1692,tr4,
collect_hu1685,Collect_Goods,2023-08-10T09:15:08,,,,,hu1685,,
to_bay_cr255,Bring_to_Loading_Bay,2023-08-10T09:17:38,,,,cr255,,,fl1
collect_hu1699,Collect_Goods,2023-08-10T09:17:49,,,,,hu1699,,
collect_hu1695,Collect_Goods,2023-08-10T09:20:45,,,,,hu1695,,
load_truck_hu1699,Load_Truck,2023-08-10T09:20:45,,,,cr298,hu1699,tr5,
weigh_cr337,Weigh,2023-08-10T09:21:32,,,,cr337,,,fl2
load_veh_cr238,Load_to_Vehicle,2023-08-10T09:21:32,,,vh22,cr238,,,fl2
collect_hu1691,Collect_Goods,2023-08-10T09:25:25,,,,,hu1691,,
load_truck_hu1695,Load_Truck,2023-08-10T09:25:25,,,,cr298,hu1695,tr5,
weigh_cr345,Weigh,2023-08-10T09:30:10,,,,cr345,,,fl3
load_veh_cr254,Load_to_Vehicle,2023-08-10T09:30:10,,,vh22,cr254,,,fl3
collect_hu1687,Collect_Goods,2023-08-10T09:30:21,,,,,hu1687,,
load_truck_hu1691,Load_Truck,2023-08-10T09:30:21,,,,cr320,hu1691,tr4,
to_bay_cr345,Bring_to_Loading_Bay,2023-08-10T09:34:16,,,,cr345,,,fl3
to_bay_cr337,Bring_to_Loading_Bay,2023-08-10T09:35:06,,,,cr337,,,fl2
collect_hu1655,Collect_Goods,2023-08-10T09:35:42,,,,,hu1655,,
load_veh_cr255,Load_to_Vehicle,2023-08-10T09:42:30,,,vh22,cr255,,,fl1
collect_hu1681,Collect_Goods,2023-08-10T09:46:13,,,,,hu1681,,
load_truck_hu1655,Load_Truck,2023-08-10T09:46:13,,,,cr328,hu1655,tr6,
collect_hu1694,Collect_Goods,2023-08-10T09:49:04,,,,,hu1694,,
load_truck_hu1681,Load_Truck,2023-08-10T09:49:04,,,,cr331,hu1681,tr2,
to_bay_cr270,Bring_to_Loading_Bay,2023-08-10T09:50:12,,,,cr270,,,fl1
load_veh_cr337,Load_to_Vehicle,2023-08-10T09:51:32,,,vh22,cr337,,,fl2
weigh_cr290,Weigh,2023-08-10T09:51:32,,,,cr290,,,fl2
collect_hu1686,Collect_Goods,2023-08-10T09:55:30,,,,,hu1686,,
