id,type,time,quotation,purchase_order,material,purchase_requisition,goods_receipt,invoice_receipt,payment
event:1484,Approve_Purchase_Order,2022-05-27T07:21:00,quotation:54,purchase_order:84,,,,,
event:1486,Create_Invoice_Receipt,2022-05-27T07:46:00,,,,,goods_receipt:90,invoice_receipt:84,
event:1488,Perform_Two-Way_Match,2022-05-27T07:56:00,,,,,goods_receipt:90,invoice_receipt:84,
event:1489,Create_Goods_Receipt,2022-05-27T10:20:00,,purchase_order:77,,,goods_receipt:88,,
event:1490,Create_Request_for_Quotation,2022-05-27T12:09:00,quotation:59,,,purchase_requisition:54:pr_trigger_54,,,
event:1494,Create_Request_for_Quotation,2022-05-27T12:42:00,quotation:62,,,purchase_requisition:49:pr_trigger_49,,,
event:1496,Create_Purchase_Order,2022-05-27T14:27:00,quotation:50,purchase_order:93,,,,,
event:1498,Create_Purchase_Order,2022-05-27T15:03:00,quotation:59,purchase_order:99,,,,,
event:1499,Approve_Purchase_Order,2022-05-27T15:21:00,quotation:55,purchase_order:88,,,,,
event:1500,Execute_Payment,2022-05-27T15:35:00,,"purchase_order:53,purchase_order:54",,,"goods_receipt:82,goods_receipt:83",invoice_receipt:80,payment:39
event:1501,Create_Goods_Receipt,2022-05-27T16:08:00,,purchase_order:69,,,goods_receipt:90,,
event:1502,Create_Invoice_Receipt,2022-05-27T17:53:00,,,,,goods_receipt:80,invoice_receipt:85,
event:1503,Create_Goods_Receipt,2022-05-27T18:32:00,,purchase_order:73,,,goods_receipt:85,,
event:1504,Create_Goods_Receipt,2022-05-27T23:59:00,,purchase_order:77,,,goods_receipt:89,,
event:1505,Create_Purchase_Order,2022-05-28T00:49:00,quotation:59,purchase_order:97,,,,,
event:1506,Approve_Purchase_Requisition,2022-05-28T00:56:00,,,"material:151,material:148,material:149,material:150",purchase_requisition:64:pr_trigger_64,,,
event:1507,Create_Purchase_Order,2022-05-28T05:36:00,quotation:59,purchase_order:98,,,,,
event:1508,Approve_Purchase_Requisition,2022-05-28T05:51:00,,,"material:157,material:156,material:158",purchase_requisition:67:pr_trigger_67,,,
event:1509,Approve_Purchase_Order,2022-05-28T06:59:00,quotation:52,purchase_order:80,,,,,
event:1510,Create_Purchase_Order,2022-05-28T10:35:00,quotation:50,purchase_order:95,,,,,
event:1511,Create_Purchase_Order,2022-05-28T11:15:00,quotation:62,purchase_order:100,,,,,
event:1512,Execute_Payment,2022-05-28T13:09:00,,purchase_order:52,,,"goods_receipt:75,goods_receipt:76",invoice_receipt:76,payment:37
event:1513,Create_Request_for_Quotation,2022-05-28T15:01:00,quotation:64,,,purchase_requisition:65:pr_trigger_65,,,
event:1514,Create_Goods_Receipt,2022-05-28T16:18:00,,purchase_order:79,,,goods_receipt:93,,
event:1515,Approve_Purchase_Order,2022-05-28T16:21:00,quotation:57,purchase_order:82,,,,,
event:1516,Create_Purchase_Order,2022-05-28T16:33:00,quotation:50,purchase_order:96,,,,,
event:1517,Approve_Purchase_Order,2022-05-28T17:27:00,quotation:53,purchase_order:83,,,,,
event:1518,Approve_Purchase_Order,2022-05-28T18:16:00,quotation:48,purchase_order:76,,,,,
event:1519,Create_Invoice_Receipt,2022-05-29T00:08:00,,,,,goods_receipt:91,invoice_receipt:84,
event:1520,Approve_Purchase_Order,2022-05-29T00:19:00,quotation:58,purchase_order:92,,,,,
event:1521,Create_Purchase_Order,2022-05-29T01:40:00,quotation:50,purchase_order:94,,,,,
event:1522,Approve_Purchase_Order,2022-05-29T01:47:00,quotation:51,purchase_order:86,,,,,
event:1523,Execute_Payment,2022-05-29T02:43:00,,"purchase_order:41,purchase_order:42",,,"goods_receipt:57,goods_receipt:56,goods_receipt:58",invoice_receipt:60,payment:28
event:1524,Create_Request_for_Quotation,2022-05-29T03:13:00,quotation:60,,,purchase_requisition:63:pr_trigger_63,,,
event:1525,Create_Request_for_Quotation,2022-05-29T06:50:00,quotation:63,,,purchase_requisition:53:pr_trigger_53,,,
event:1526,Create_Purchase_Order,2022-05-29T08:07:00,quotation:58,purchase_order:91,,,,,
event:1527,Create_Request_for_Quotation,2022-05-29T10:04:00,quotation:61,,,purchase_requisition:61:pr_trigger_61,,,
event:1528,Execute_Payment,2022-05-29T10:41:00,,"purchase_order:55,purchase_order:56,purchase_order:58,purchase_order:57",,,"goods_receipt:67,goods_receipt:66,goods_receipt:69,goods_receipt:68",invoice_receipt:72,payment:36
event:1529,Create_Purchase_Order,2022-05-29T11:35:00,quotation:58,purchase_order:90,,,,,
event:1530,Approve_Purchase_Order,2022-05-29T11:41:00,quotation:55,purchase_order:87,,,,,
event:1531,Approve_Purchase_Order,2022-05-29T22:03:00,quotation:56,purchase_order:89,,,,,
event:1532,Approve_Purchase_Order,2022-05-29T23:41:00,quotation:52,purchase_order:81,,,,,
event:1533,Create_Goods_Receipt,2022-05-30T01:45:00,,purchase_order:78,,,goods_receipt:92,,
event:1574,Perform_Two-Way_Match,2022-05-30T07:10:00,,,,,goods_receipt:80,invoice_receipt:85,
event:1575,Perform_Two-Way_Match,2022-05-30T07:10:00,,,,,goods_receipt:91,invoice_receipt:84,
event:1578,Create_Purchase_Order,2022-05-30T07:22:00,quotation:63,purchase_order:104,,,,,
event:1580,Create_Goods_Receipt,2022-05-30T08:14:00,,purchase_order:50,,,goods_receipt:86,,
event:1582,Create_Invoice_Receipt,2022-05-30T09:02:00,,,,,goods_receipt:88,invoice_receipt:89,
event:1584,Perform_Two-Way_Match,2022-05-30T09:12:00,,,,,goods_receipt:88,invoice_receipt:89,
event:1585,Create_Invoice_Receipt,2022-05-30T09:17:00,,,,,goods_receipt:84,invoice_receipt:87,
event:1587,Perform_Two-Way_Match,2022-05-30T09:27:00,,,,,goods_receipt:84,invoice_receipt:87,
event:1588,Create_Invoice_Receipt,2022-05-30T09:33:00,,,,,goods_receipt:92,invoice_receipt:91,
event:1590,Perform_Two-Way_Match,2022-05-30T09:43:00,,,,,goods_receipt:92,invoice_receipt:91,
event:1591,Create_Goods_Receipt,2022-05-30T09:53:00,,purchase_order:80,,,goods_receipt:102,,
event:1592,Create_Goods_Receipt,2022-05-30T10:06:00,,purchase_order:72,,,goods_receipt:85,,
event:1593,Create_Purchase_Order,2022-05-30T11:54:00,quotation:61,purchase_order:106,,,,,
event:1595,Create_Invoice_Receipt,2022-05-30T12:12:00,,,,,goods_receipt:93,invoice_receipt:91,
event:1597,Perform_Two-Way_Match,2022-05-30T12:22:00,,,,,goods_receipt:93,invoice_receipt:91,
event:1599,Create_Purchase_Requisition,2022-05-30T12:29:00,,,"material:163,material:164,material:162",purchase_requisition:69:pr_trigger_69,,,
event:1601,Create_Purchase_Order,2022-05-30T12:59:00,quotation:63,purchase_order:103,,,,,
event:1603,Create_Purchase_Requisition,2022-05-30T13:05:00,,,"material:161,material:160,material:159",purchase_requisition:68:pr_trigger_68,,,
event:1605,Create_Goods_Receipt,2022-05-30T16:14:00,,purchase_order:88,,,goods_receipt:100,,
event:1606,Approve_Purchase_Order,2022-05-30T16:54:00,quotation:50,purchase_order:93,,,,,
event:1607,Create_Request_for_Quotation,2022-05-30T16:54:00,quotation:66,,,purchase_requisition:67:pr_trigger_67,,,
event:1608,Create_Purchase_Order,2022-05-30T17:32:00,quotation:60,purchase_order:102,,,,,
event:1609,Approve_Purchase_Order,2022-05-30T19:10:00,quotation:62,purchase_order:100,,,,,
event:1610,Approve_Purchase_Order,2022-05-30T20:01:00,quotation:58,purchase_order:90,,,,,
event:1611,Create_Goods_Receipt,2022-05-30T20:31:00,,purchase_order:80,,,goods_receipt:103,,
event:1612,Create_Goods_Receipt,2022-05-30T20:55:00,,purchase_order:83,,,goods_receipt:97,,
event:1613,Create_Request_for_Quotation,2022-05-30T21:21:00,quotation:65,,,purchase_requisition:64:pr_trigger_64,,,
event:1614,Create_Purchase_Order,2022-05-30T22:10:00,quotation:64,purchase_order:101,,,,,
event:1615,Approve_Purchase_Order,2022-05-30T23:19:00,quotation:50,purchase_order:95,,,,,
event:1616,Create_Goods_Receipt,2022-05-30T23:37:00,,purchase_order:83,,,goods_receipt:96,,
event:1617,Execute_Payment,2022-05-31T05:56:00,,purchase_order:63,,,goods_receipt:65,invoice_receipt:68,payment:33
event:1628,Execute_Payment,2022-05-31T08:10:00,,purchase_order:71,,,goods_receipt:80,invoice_receipt:85,payment:42
event:1630,Create_Invoice_Receipt,2022-05-31T09:57:00,,,,,goods_receipt:97,invoice_receipt:94,
event:1632,Perform_Two-Way_Match,2022-05-31T10:07:00,,,,,goods_receipt:97,invoice_receipt:94,
event:1633,Create_Purchase_Requisition,2022-05-31T10:22:00,,,"material:166,material:165",purchase_requisition:70:pr_trigger_70,,,
event:1635,Create_Invoice_Receipt,2022-05-31T11:15:00,,,,,goods_receipt:86,invoice_receipt:92,
event:1637,Approve_Purchase_Order,2022-05-31T11:17:00,quotation:63,purchase_order:104,,,,,
event:1638,Perform_Two-Way_Match,2022-05-31T11:25:00,,,,,goods_receipt:86,invoice_receipt:92,
event:1640,Approve_Purchase_Order,2022-05-31T11:34:00,quotation:63,purchase_order:103,,,,,
event:1641,Create_Purchase_Order,2022-05-31T11:42:00,quotation:66,purchase_order:107,,,,,
event:1643,Create_Invoice_Receipt,2022-05-31T12:53:00,,,,,goods_receipt:85,invoice_receipt:87,
event:1645,Perform_Two-Way_Match,2022-05-31T13:03:00,,,,,goods_receipt:85,invoice_receipt:87,
event:1648,Create_Purchase_Order,2022-05-31T13:26:00,quotation:63,purchase_order:105,,,,,
event:1650,Create_Purchase_Order,2022-05-31T17:00:00,quotation:65,purchase_order:109,,,,,
event:1651,Create_Invoice_Receipt,2022-05-31T18:26:00,,,,,goods_receipt:96,invoice_receipt:94,
event:1652,Approve_Purchase_Order,2022-05-31T19:34:00,quotation:63,purchase_order:105,,,,,
event:1653,Execute_Payment,2022-05-31T19:52:00,,purchase_order:43,,,goods_receipt:81,invoice_receipt:82,payment:40
event:1654,Create_Goods_Receipt,2022-05-31T21:13:00,,purchase_order:84,,,goods_receipt:94,,
event:1655,Create_Purchase_Requisition,2022-05-31T21:20:00,,,"material:168,material:169,material:167",purchase_requisition:71:pr_trigger_71,,,
event:1656,Create_Goods_Receipt,2022-05-31T22:18:00,,purchase_order:60,,,goods_receipt:70,,
event:1657,Create_Goods_Receipt,2022-05-31T22:24:00,,purchase_order:82,,,goods_receipt:95,,
event:1658,Create_Goods_Receipt,2022-06-01T00:23:00,,purchase_order:76,,,goods_receipt:98,,
event:1659,Create_Goods_Receipt,2022-06-01T01:26:00,,purchase_order:87,,,goods_receipt:100,,
event:1660,Approve_Purchase_Requisition,2022-06-01T04:23:00,,,"material:163,material:164,material:162",purchase_requisition:69:pr_trigger_69,,,
event:1679,Perform_Two-Way_Match,2022-06-01T07:10:00,,,,,goods_receipt:96,invoice_receipt:94,
event:1682,Create_Goods_Receipt,2022-06-01T12:48:00,,purchase_order:104,,,goods_receipt:105,,
event:1683,Create_Goods_Receipt,2022-06-01T13:08:00,,purchase_order:103,,,goods_receipt:106,,
event:1684,Create_Purchase_Requisition,2022-06-01T13:24:00,,,"material:173,material:174,material:175",purchase_requisition:73:pr_trigger_73,,,
event:1686,Create_Purchase_Requisition,2022-06-01T14:04:00,,,"material:171,material:172,material:170",purchase_requisition:72:pr_trigger_72,,,
event:1688,Create_Invoice_Receipt,2022-06-01T17:46:00,,,,,goods_receipt:89,invoice_receipt:89,
event:1689,Create_Goods_Receipt,2022-06-01T18:29:00,,purchase_order:73,,,goods_receipt:84,,
event:1690,Create_Goods_Receipt,2022-06-01T18:37:00,,purchase_order:104,,,goods_receipt:106,,
event:1691,Create_Purchase_Order,2022-06-01T19:26:00,quotation:65,purchase_order:110,,,,,
event:1692,Execute_Payment,2022-06-01T20:14:00,,"purchase_order:78,purchase_order:79",,,"goods_receipt:93,goods_receipt:92",invoice_receipt:91,payment:44
event:1693,Create_Goods_Receipt,2022-06-01T20:20:00,,purchase_order:81,,,goods_receipt:103,,
event:1694,Approve_Purchase_Order,2022-06-01T20:48:00,quotation:59,purchase_order:97,,,,,
event:1695,Execute_Payment,2022-06-01T22:19:00,,purchase_order:83,,,"goods_receipt:97,goods_receipt:96",invoice_receipt:94,payment:47
event:1696,Create_Goods_Receipt,2022-06-02T00:07:00,,purchase_order:87,,,goods_receipt:99,,
event:1697,Create_Purchase_Order,2022-06-02T01:31:00,quotation:66,purchase_order:108,,,,,
event:1698,Execute_Payment,2022-06-02T01:58:00,,purchase_order:50,,,goods_receipt:86,invoice_receipt:92,payment:45
event:1699,Approve_Purchase_Order,2022-06-02T02:55:00,quotation:65,purchase_order:109,,,,,
event:1700,Approve_Purchase_Requisition,2022-06-02T06:14:00,,,"material:161,material:160,material:159",purchase_requisition:68:pr_trigger_68,,,
event:1710,Perform_Two-Way_Match,2022-06-02T07:10:00,,,,,goods_receipt:89,invoice_receipt:89,
event:1712,Create_Invoice_Receipt,2022-06-02T07:38:00,,,,,goods_receipt:103,invoice_receipt:100,
event:1714,Approve_Purchase_Order,2022-06-02T07:44:00,quotation:64,purchase_order:101,,,,,
event:1716,Perform_Two-Way_Match,2022-06-02T07:48:00,,,,,goods_receipt:103,invoice_receipt:100,
event:1717,Create_Invoice_Receipt,2022-06-02T08:32:00,,,,,goods_receipt:95,invoice_receipt:97,
event:1719,Perform_Two-Way_Match,2022-06-02T08:42:00,,,,,goods_receipt:95,invoice_receipt:97,
event:1721,Create_Invoice_Receipt,2022-06-02T09:23:00,,,,,goods_receipt:94,invoice_receipt:95,
event:1723,Perform_Two-Way_Match,2022-06-02T09:33:00,,,,,goods_receipt:94,invoice_receipt:95,
event:1725,Approve_Purchase_Requisition,2022-06-02T10:20:00,,,"material:166,material:165",purchase_requisition:70:pr_trigger_70,,,
event:1727,Approve_Purchase_Order,2022-06-02T10:45:00,quotation:51,purchase_order:85,,,,,
event:1732,Execute_Payment,2022-06-02T11:13:00,,"purchase_order:70,purchase_order:69",,,"goods_receipt:90,goods_receipt:91",invoice_receipt:84,payment:43
event:1734,Create_Invoice_Receipt,2022-06-02T13:02:00,,,,,goods_receipt:99,invoice_receipt:102,
event:1736,Perform_Two-Way_Match,2022-06-02T13:12:00,,,,,goods_receipt:99,invoice_receipt:102,
event:1737,Create_Invoice_Receipt,2022-06-02T14:33:00,,,,,goods_receipt:102,invoice_receipt:100,
event:1739,Perform_Two-Way_Match,2022-06-02T14:43:00,,,,,goods_receipt:102,invoice_receipt:100,
event:1741,Create_Goods_Receipt,2022-06-02T15:53:00,,purchase_order:100,,,goods_receipt:104,,
event:1742,Create_Goods_Receipt,2022-06-02T17:29:00,,purchase_order:103,,,goods_receipt:107,,
event:1743,Create_Invoice_Receipt,2022-06-02T18:29:00,,,,,goods_receipt:70,invoice_receipt:96,
event:1744,Approve_Purchase_Order,2022-06-02T19:51:00,quotation:66,purchase_order:107,,,,,
event:1745,Create_Goods_Receipt,2022-06-03T06:30:00,,purchase_order:105,,,goods_receipt:106,,
event:1752,Perform_Two-Way_Match,2022-06-03T07:10:00,,,,,goods_receipt:70,invoice_receipt:96,
event:1754,Create_Purchase_Requisition,2022-06-03T08:09:00,,,material:176,purchase_requisition:74:pr_trigger_74,,,
event:1756,Create_Goods_Receipt,2022-06-03T08:26:00,,purchase_order:85,,,goods_receipt:109,,
event:1757,Create_Invoice_Receipt,2022-06-03T13:05:00,,,,,goods_receipt:107,invoice_receipt:106,
event:1759,Perform_Two-Way_Match,2022-06-03T13:15:00,,,,,goods_receipt:107,invoice_receipt:106,
event:1760,Create_Invoice_Receipt,2022-06-03T13:33:00,,,,,goods_receipt:104,invoice_receipt:103,
event:1762,Perform_Two-Way_Match,2022-06-03T13:43:00,,,,,goods_receipt:104,invoice_receipt:103,
event:1764,Execute_Payment,2022-06-03T15:09:00,,"purchase_order:70,purchase_order:69",,,"goods_receipt:90,goods_receipt:91",invoice_receipt:84,payment:43
event:1765,Create_Invoice_Receipt,2022-06-03T16:31:00,,,,,goods_receipt:106,invoice_receipt:106,
event:1766,Create_Invoice_Receipt,2022-06-03T18:03:00,,,,,goods_receipt:98,invoice_receipt:98,
event:1767,Create_Goods_Receipt,2022-06-03T20:10:00,,purchase_order:101,,,goods_receipt:108,,
event:1768,Create_Invoice_Receipt,2022-06-03T23:57:00,,,,,goods_receipt:105,invoice_receipt:106,
event:1769,Execute_Payment,2022-06-04T01:47:00,,purchase_order:84,,,goods_receipt:94,invoice_receipt:95,payment:50
event:1770,Approve_Purchase_Order,2022-06-04T03:26:00,quotation:61,purchase_order:106,,,,,
event:1771,Approve_Purchase_Order,2022-06-04T03:38:00,quotation:59,purchase_order:99,,,,,
event:1772,Create_Goods_Receipt,2022-06-04T04:57:00,,purchase_order:104,,,goods_receipt:107,,
event:1773,Execute_Payment,2022-06-04T05:04:00,,purchase_order:82,,,goods_receipt:95,invoice_receipt:97,payment:49
event:1774,Create_Goods_Receipt,2022-06-04T05:36:00,,purchase_order:89,,,goods_receipt:101,,
event:1775,Execute_Payment,2022-06-04T08:44:00,,purchase_order:77,,,"goods_receipt:89,goods_receipt:88",invoice_receipt:89,payment:48
event:1776,Approve_Purchase_Order,2022-06-04T08:59:00,quotation:60,purchase_order:102,,,,,
event:1777,Execute_Payment,2022-06-04T10:07:00,,purchase_order:74,,,goods_receipt:87,invoice_receipt:81,payment:41
event:1778,Create_Goods_Receipt,2022-06-04T13:34:00,,purchase_order:79,,,goods_receipt:92,,
event:1779,Execute_Payment,2022-06-04T13:51:00,,"purchase_order:78,purchase_order:79",,,"goods_receipt:93,goods_receipt:92",invoice_receipt:91,payment:44
event:1780,Approve_Purchase_Requisition,2022-06-04T17:07:00,,,"material:168,material:169,material:167",purchase_requisition:71:pr_trigger_71,,,
event:1781,Create_Invoice_Receipt,2022-06-04T17:15:00,,,,,goods_receipt:100,invoice_receipt:102,
event:1782,Approve_Purchase_Order,2022-06-04T18:57:00,quotation:66,purchase_order:108,,,,,
event:1783,Approve_Purchase_Requisition,2022-06-04T18:58:00,,,"material:173,material:174,material:175",purchase_requisition:73:pr_trigger_73,,,
event:1784,Approve_Purchase_Order,2022-06-04T20:21:00,quotation:50,purchase_order:94,,,,,
event:1785,Execute_Payment,2022-06-05T01:26:00,,purchase_order:71,,,goods_receipt:80,invoice_receipt:85,payment:42
event:1786,Execute_Payment,2022-06-05T02:24:00,,purchase_order:60,,,goods_receipt:70,invoice_receipt:96,payment:52
event:1787,Create_Request_for_Quotation,2022-06-05T06:12:00,quotation:67,,,purchase_requisition:69:pr_trigger_69,,,
event:1788,Create_Goods_Receipt,2022-06-05T10:55:00,,purchase_order:103,,,goods_receipt:105,,
event:1789,Execute_Payment,2022-06-05T11:59:00,,"purchase_order:72,purchase_order:73",,,"goods_receipt:84,goods_receipt:85",invoice_receipt:87,payment:46
event:1790,Approve_Purchase_Order,2022-06-05T12:22:00,quotation:65,purchase_order:110,,,,,
event:1791,Create_Goods_Receipt,2022-06-05T16:25:00,,purchase_order:105,,,goods_receipt:107,,
event:1792,Approve_Purchase_Requisition,2022-06-06T02:00:00,,,material:176,purchase_requisition:74:pr_trigger_74,,,
event:1793,Create_Request_for_Quotation,2022-06-06T05:37:00,quotation:69,,,purchase_requisition:70:pr_trigger_70,,,
event:1819,Perform_Two-Way_Match,2022-06-06T07:10:00,,,,,goods_receipt:106,invoice_receipt:106,
event:1820,Perform_Two-Way_Match,2022-06-06T07:10:00,,,,,goods_receipt:98,invoice_receipt:98,
event:1822,Perform_Two-Way_Match,2022-06-06T07:10:00,,,,,goods_receipt:100,invoice_receipt:102,
event:1821,Perform_Two-Way_Match,2022-06-06T07:10:00,,,,,goods_receipt:105,invoice_receipt:106,
event:1826,Create_Invoice_Receipt,2022-06-06T07:24:00,,,,,goods_receipt:108,invoice_receipt:107,
event:1828,Perform_Two-Way_Match,2022-06-06T07:34:00,,,,,goods_receipt:108,invoice_receipt:107,
event:1830,Create_Request_for_Quotation,2022-06-06T08:45:00,quotation:70,,,purchase_requisition:71:pr_trigger_71,,,
event:1832,Create_Purchase_Order,2022-06-06T08:49:00,quotation:67,purchase_order:111,,,,,
event:1834,Create_Goods_Receipt,2022-06-06T09:46:00,,purchase_order:86,,,goods_receipt:110,,
event:1837,Create_Purchase_Order,2022-06-06T11:59:00,quotation:70,purchase_order:113,,,,,
event:1839,Create_Purchase_Requisition,2022-06-06T12:25:00,,,"material:177,material:178,material:179",purchase_requisition:75:pr_trigger_75,,,
event:1841,Create_Goods_Receipt,2022-06-06T15:44:00,,purchase_order:105,,,goods_receipt:105,,
event:1842,Execute_Payment,2022-06-06T19:19:00,,purchase_order:101,,,goods_receipt:108,invoice_receipt:107,payment:57
event:1843,Create_Invoice_Receipt,2022-06-06T20:37:00,,,,,goods_receipt:110,invoice_receipt:110,
event:1844,Create_Goods_Receipt,2022-06-06T23:31:00,,purchase_order:106,,,goods_receipt:111,,
event:1845,Approve_Purchase_Requisition,2022-06-07T00:01:00,,,"material:177,material:178,material:179",purchase_requisition:75:pr_trigger_75,,,
event:1846,Create_Invoice_Receipt,2022-06-07T02:04:00,,,,,goods_receipt:109,invoice_receipt:110,
event:1847,Approve_Purchase_Order,2022-06-07T02:46:00,quotation:70,purchase_order:113,,,,,
event:1848,Create_Purchase_Order,2022-06-07T03:52:00,quotation:69,purchase_order:112,,,,,
event:1849,Create_Goods_Receipt,2022-06-07T06:01:00,,purchase_order:108,,,goods_receipt:114,,
event:1850,Execute_Payment,2022-06-07T06:28:00,,purchase_order:100,,,goods_receipt:104,invoice_receipt:103,payment:53
event:1859,Perform_Two-Way_Match,2022-06-07T07:10:00,,,,,goods_receipt:110,invoice_receipt:110,
event:1860,Perform_Two-Way_Match,2022-06-07T07:10:00,,,,,goods_receipt:109,invoice_receipt:110,
event:1862,Approve_Purchase_Order,2022-06-07T07:23:00,quotation:59,purchase_order:98,,,,,
event:1875,Execute_Payment,2022-06-07T07:50:00,,"purchase_order:81,purchase_order:80",,,"goods_receipt:103,goods_receipt:102",invoice_receipt:100,payment:51
event:1876,Create_Goods_Receipt,2022-06-07T08:10:00,,purchase_order:97,,,goods_receipt:121,,
event:1877,Create_Purchase_Requisition,2022-06-07T09:14:00,,,"material:181,material:183,material:182,material:180",purchase_requisition:76:pr_trigger_76,,,
event:1879,Execute_Payment,2022-06-07T12:47:00,,purchase_order:74,,,goods_receipt:87,invoice_receipt:81,payment:41
event:1880,Approve_Purchase_Requisition,2022-06-07T13:49:00,,,"material:171,material:172,material:170",purchase_requisition:72:pr_trigger_72,,,
event:1882,Create_Goods_Receipt,2022-06-07T14:19:00,,purchase_order:97,,,goods_receipt:118,,
event:1883,Create_Goods_Receipt,2022-06-07T19:17:00,,purchase_order:86,,,goods_receipt:109,,
event:1884,Create_Request_for_Quotation,2022-06-07T20:11:00,quotation:72,,,purchase_requisition:74:pr_trigger_74,,,
event:1885,Create_Goods_Receipt,2022-06-07T20:17:00,,purchase_order:98,,,goods_receipt:118,,
event:1886,Execute_Payment,2022-06-07T22:15:00,,"purchase_order:104,purchase_order:105,purchase_order:103",,,"goods_receipt:105,goods_receipt:106,goods_receipt:107",invoice_receipt:106,payment:55
event:1887,Create_Invoice_Receipt,2022-06-08T00:29:00,,,,,goods_receipt:111,invoice_receipt:111,
event:1888,Execute_Payment,2022-06-08T01:22:00,,purchase_order:76,,,goods_receipt:98,invoice_receipt:98,payment:54
event:1889,Create_Goods_Receipt,2022-06-08T01:34:00,,purchase_order:109,,,goods_receipt:116,,
event:1890,Create_Goods_Receipt,2022-06-08T03:43:00,,purchase_order:98,,,goods_receipt:120,,
event:1891,Execute_Payment,2022-06-08T04:49:00,,"purchase_order:86,purchase_order:85",,,"goods_receipt:110,goods_receipt:109",invoice_receipt:110,payment:58
event:1892,Create_Request_for_Quotation,2022-06-08T06:18:00,quotation:74,,,purchase_requisition:72:pr_trigger_72,,,
event:1893,Create_Goods_Receipt,2022-06-08T06:31:00,,purchase_order:110,,,goods_receipt:115,,
event:1903,Perform_Two-Way_Match,2022-06-08T07:10:00,,,,,goods_receipt:111,invoice_receipt:111,
event:1906,Create_Purchase_Requisition,2022-06-08T08:46:00,,,material:187,purchase_requisition:78:pr_trigger_78,,,
event:1908,Approve_Purchase_Requisition,2022-06-08T09:09:00,,,material:187,purchase_requisition:78:pr_trigger_78,,,
event:1910,Create_Purchase_Order,2022-06-08T09:16:00,quotation:74,purchase_order:115,,,,,
event:1912,Create_Goods_Receipt,2022-06-08T09:43:00,,purchase_order:99,,,goods_receipt:119,,
event:1917,Create_Goods_Receipt,2022-06-08T09:45:00,,purchase_order:113,,,goods_receipt:117,,
event:1919,Create_Request_for_Quotation,2022-06-08T10:26:00,quotation:71,,,purchase_requisition:73:pr_trigger_73,,,
event:1921,Approve_Purchase_Order,2022-06-08T10:32:00,quotation:58,purchase_order:91,,,,,
event:1931,Create_Goods_Receipt,2022-06-08T12:29:00,,purchase_order:107,,,goods_receipt:114,,
event:1932,Create_Purchase_Requisition,2022-06-08T12:40:00,,,"material:184,material:186,material:185",purchase_requisition:77:pr_trigger_77,,,
event:1934,Create_Goods_Receipt,2022-06-08T13:10:00,,purchase_order:92,,,goods_receipt:123,,
event:1935,Create_Invoice_Receipt,2022-06-08T16:57:00,,,,,goods_receipt:116,invoice_receipt:113,
event:1936,Create_Goods_Receipt,2022-06-08T17:34:00,,purchase_order:99,,,goods_receipt:118,,
event:1937,Create_Invoice_Receipt,2022-06-08T17:36:00,,,,,goods_receipt:117,invoice_receipt:118,
event:1938,Create_Goods_Receipt,2022-06-08T18:17:00,,purchase_order:88,,,goods_receipt:99,,
event:1939,Create_Goods_Receipt,2022-06-08T18:41:00,,purchase_order:91,,,goods_receipt:122,,
event:1940,Create_Goods_Receipt,2022-06-08T19:38:00,,purchase_order:107,,,goods_receipt:113,,
event:1941,Create_Goods_Receipt,2022-06-08T20:29:00,,purchase_order:92,,,goods_receipt:124,,
event:1942,Create_Goods_Receipt,2022-06-08T21:22:00,,purchase_order:90,,,goods_receipt:122,,
event:1943,Create_Goods_Receipt,2022-06-08T22:32:00,,purchase_order:92,,,goods_receipt:122,,
event:1944,Execute_Payment,2022-06-08T23:15:00,,"purchase_order:78,purchase_order:79",,,"goods_receipt:93,goods_receipt:92",invoice_receipt:91,payment:44
event:1945,Create_Goods_Receipt,2022-06-08T23:35:00,,purchase_order:99,,,goods_receipt:121,,
event:1946,Create_Goods_Receipt,2022-06-09T00:16:00,,purchase_order:99,,,goods_receipt:120,,
event:1947,Create_Invoice_Receipt,2022-06-09T00:58:00,,,,,goods_receipt:119,invoice_receipt:117,
event:1948,Create_Invoice_Receipt,2022-06-09T02:54:00,,,,,goods_receipt:121,invoice_receipt:117,
event:1949,Create_Invoice_Receipt,2022-06-09T03:02:00,,,,,goods_receipt:118,invoice_receipt:117,
event:1950,Create_Purchase_Order,2022-06-09T03:55:00,quotation:74,purchase_order:116,,,,,
event:1951,Create_Request_for_Quotation,2022-06-09T05:14:00,quotation:68,,,purchase_requisition:68:pr_trigger_68,,,
event:1952,Create_Goods_Receipt,2022-06-09T05:26:00,,purchase_order:85,,,goods_receipt:110,,
event:1953,Create_Purchase_Order,2022-06-09T05:36:00,quotation:72,purchase_order:114,,,,,
event:1972,Perform_Two-Way_Match,2022-06-09T07:10:00,,,,,goods_receipt:117,invoice_receipt:118,
event:1973,Perform_Two-Way_Match,2022-06-09T07:10:00,,,,,goods_receipt:119,invoice_receipt:117,
event:1974,Perform_Two-Way_Match,2022-06-09T07:10:00,,,,,goods_receipt:121,invoice_receipt:117,
event:1971,Perform_Two-Way_Match,2022-06-09T07:10:00,,,,,goods_receipt:118,invoice_receipt:117,
event:1970,Perform_Two-Way_Match,2022-06-09T07:10:00,,,,,goods_receipt:116,invoice_receipt:113,
