id,Net_Price_EKPO_NETPR,Quantity_EKPO_MENGE,Delivery_Date_EKPO_BEDAT,Plant_EKPO_WERKS,Material_EKPO_MATNR,Storage_Location_EKPO_LGORT
material:1438,500,46,2023-10-29T09:30:21.906899,5000,HELMET_L,0001
material:423,1250,37,2023-10-17T09:30:13.091113,5000,CHAIN,0003
material:17,1400,26,2023-10-09T09:30:10.256246,2000,CRANKSET,0002
material:492,350,97,2023-10-07T09:30:13.786437,4000,GLOVES_L,0005
material:1337,100,23,2023-10-18T09:30:20.969053,4000,BIKE_FRAME,0005
material:712,150,20,2023-10-08T09:30:15.549846,1000,BIKE_SEAT,0002
material:1796,300,31,2023-10-15T09:30:25.695161,2000,BIKE_PEDAL,0005
material:1179,350,2,2023-10-28T09:30:19.378839,2000,GLOVES_L,0001
material:444,250,70,2023-10-13T09:30:13.270259,3000,BIKE_RIM,0002
material:1747,200,30,2023-10-09T09:30:25.047206,4000,BIKE_CHAIN,0003
material:2187,150,19,2023-10-26T09:30:30.528075,2000,BIKE_SEAT,0004
material:339,450,100,2023-10-13T09:30:12.581937,1000,GLOVES_S,0004
material:646,1050,96,2023-11-01T09:30:15.061852,5000,TUBE_28,0001
material:1117,1250,82,2023-10-09T09:30:18.910069,2000,BRAKE_LEVER,0001
material:1717,950,28,2023-10-25T09:30:24.790598,4000,RIM_TAPE,0001
material:710,1350,8,2023-10-23T09:30:15.548938,2000,BOTTOM_BRACKET,0004
material:412,700,83,2023-10-16T09:30:13.047796,5000,PUMP,0002
material:1973,900,45,2023-10-26T09:30:27.510725,2000,BIKE_BELL,0005
material:802,200,17,2023-10-08T09:30:16.110953,2000,BIKE_WHEEL,0001
material:179,450,76,2023-10-21T09:30:11.350560,2000,JACKET_M,0003
material:364,1400,38,2023-10-17T09:30:12.739292,3000,CRANKSET,0002
material:1315,1350,92,2023-10-05T09:30:20.425610,3000,SHIFT_LEVER,0003
material:776,600,12,2023-10-08T09:30:15.965038,1000,GLOVES_M,0001
material:1760,1200,74,2023-10-07T09:30:25.171098,1000,WHEEL_HUB,0003
material:181,450,35,2023-10-13T09:30:11.371003,4000,GLOVES_S,0003
material:69,750,94,2023-10-25T09:30:10.547885,5000,LIGHT_REAR,0002
material:2036,250,25,2023-11-01T09:30:28.441050,5000,BIKE_RIM,0004
material:1961,650,45,2023-10-16T09:30:27.329872,5000,SPEEDOMETER,0002
material:455,1000,13,2023-10-07T09:30:13.395464,4000,TIRE_26,0003
material:1355,900,97,2023-10-03T09:30:21.220624,2000,MIRROR,0004
material:564,150,70,2023-10-15T09:30:14.425492,4000,BIKE_SEAT,0004
material:2176,1200,55,2023-10-30T09:30:30.467265,2000,WHEEL_HUB,0004
material:2173,1200,18,2023-10-29T09:30:30.443596,5000,WHEEL_HUB,0005
material:71,650,54,2023-10-09T09:30:10.547929,2000,SPEEDOMETER,0005
material:740,150,67,2023-10-10T09:30:15.659388,1000,BIKE_SEAT,0004
material:950,950,63,2023-10-04T09:30:17.529395,2000,RIM_TAPE,0002
material:483,1400,83,2023-10-03T09:30:13.759486,4000,CRANKSET,0005
material:2063,600,34,2023-10-04T09:30:28.846121,1000,GLOVES_M,0001
material:8,1250,29,2023-10-11T09:30:10.244000,4000,CASSETTE,0005
material:2253,900,10,2023-10-17T09:30:31.128085,2000,BIKE_BELL,0004
material:800,1050,77,2023-10-27T09:30:16.100762,1000,NIPPLE,0004
material:2059,350,71,2023-10-24T09:30:28.832877,3000,HELMET_M,0001
material:1254,600,15,2023-11-01T09:30:19.972904,4000,GLOVES_M,0003
material:2294,900,66,2023-10-27T09:30:31.778125,1000,MIRROR,0004
material:176,1100,77,2023-10-11T09:30:11.327167,3000,TUBE_26,0002
material:696,350,53,2023-10-04T09:30:15.500045,5000,PANTS_S,0004
material:1550,1250,44,2023-10-16T09:30:22.848290,3000,CHAIN,0005
material:1328,1100,42,2023-10-23T09:30:20.680805,4000,TUBE_26,0005
material:1149,350,91,2023-10-15T09:30:19.128477,3000,HELMET_M,0003
material:990,150,17,2023-10-30T09:30:17.913139,4000,BIKE_BRAKE,0005
material:1226,350,24,2023-10-24T09:30:19.797338,3000,HELMET_M,0004
material:1981,250,35,2023-10-25T09:30:27.649201,3000,BIKE_RIM,0002
material:768,500,34,2023-10-15T09:30:15.855920,1000,JACKET_S,0005
material:998,350,32,2023-10-30T09:30:17.920950,5000,HELMET_M,0005
material:1982,150,76,2023-10-19T09:30:27.649215,2000,BIKE_SEAT,0004
material:2210,450,63,2023-10-14T09:30:30.672514,5000,GLOVES_S,0005
material:1074,350,71,2023-10-17T09:30:18.569310,5000,PANTS_S,0001
material:1875,1200,100,2023-10-11T09:30:26.420936,2000,VALVE,0005
material:853,1250,48,2023-10-12T09:30:16.574959,3000,CASSETTE,0002
material:1824,650,4,2023-10-22T09:30:26.061197,5000,BOTTLE_CAGE,0002
material:2105,900,32,2023-10-29T09:30:29.061144,4000,BIKE_BELL,0004
material:260,950,90,2023-10-26T09:30:11.937327,5000,TIRE_28,0001
material:763,900,63,2023-10-13T09:30:15.793719,4000,BIKE_BELL,0001
material:300,500,46,2023-10-15T09:30:12.236783,1000,JACKET_S,0002
material:578,1100,24,2023-10-08T09:30:14.600495,3000,SPOKE,0005
material:2094,500,56,2023-10-24T09:30:28.987376,5000,HELMET_L,0003
material:2046,700,59,2023-10-05T09:30:28.628130,2000,PUMP,0004
material:230,750,14,2023-10-28T09:30:11.661114,1000,LIGHT_REAR,0004
material:406,1200,34,2023-10-07T09:30:13.043145,3000,VALVE,0003
material:1758,1200,39,2023-10-03T09:30:25.171090,4000,VALVE,0004
material:356,1000,92,2023-10-08T09:30:12.677128,5000,TIRE_26,0004
material:1893,1200,66,2023-10-29T09:30:26.643422,2000,VALVE,0004
material:2078,650,100,2023-10-13T09:30:28.920324,3000,BOTTLE_CAGE,0004
material:1066,350,33,2023-10-10T09:30:18.540821,5000,GLOVES_L,0004
material:2106,800,73,2023-10-14T09:30:29.061148,5000,LIGHT_FRONT,0005
material:1095,1250,81,2023-10-27T09:30:18.682148,1000,CASSETTE,0003
material:1702,950,38,2023-10-16T09:30:24.515416,3000,RIM_TAPE,0004
material:744,1250,99,2023-10-15T09:30:15.662633,5000,CHAIN,0004
material:183,350,82,2023-10-08T09:30:11.371012,5000,GLOVES_L,0002
material:1767,350,22,2023-10-25T09:30:25.261374,1000,HELMET_M,0004
material:241,450,13,2023-10-19T09:30:11.848636,1000,GLOVES_S,0004
material:1009,1050,76,2023-10-25T09:30:17.935396,5000,NIPPLE,0005
material:1507,1350,69,2023-10-16T09:30:22.395428,2000,BOTTOM_BRACKET,0002
material:386,200,20,2023-10-18T09:30:12.959536,1000,BIKE_CHAIN,0005
material:1870,1100,93,2023-10-30T09:30:26.368395,5000,SPOKE,0004
material:1722,500,66,2023-10-08T09:30:24.795199,3000,HELMET_L,0001
material:435,1250,16,2023-10-12T09:30:13.134506,2000,BRAKE_LEVER,0002
material:1997,950,70,2023-10-03T09:30:27.673308,5000,RIM_TAPE,0004
material:274,1500,28,2023-10-09T09:30:12.087295,5000,CABLE,0005
material:529,650,47,2023-10-10T09:30:13.995944,1000,LOCK,0005
material:1849,1050,29,2023-10-16T09:30:26.240109,4000,TUBE_28,0003
material:292,1050,22,2023-10-18T09:30:12.147700,3000,TUBE_28,0004
material:1724,400,10,2023-10-08T09:30:24.795207,2000,HELMET_S,0002
material:888,1200,87,2023-10-28T09:30:16.840698,5000,VALVE,0002
material:387,150,47,2023-10-20T09:30:12.959545,1000,BIKE_SEAT,0002
material:62,350,97,2023-10-16T09:30:10.525414,3000,PANTS_S,0004
material:2230,700,69,2023-10-10T09:30:30.920806,3000,PUMP,0003
material:1405,1250,5,2023-10-12T09:30:21.570195,4000,CASSETTE,0001
material:1877,1050,17,2023-10-12T09:30:26.420948,2000,TUBE_28,0005
material:966,200,14,2023-10-08T09:30:17.642937,4000,BIKE_WHEEL,0003
material:170,450,41,2023-10-03T09:30:11.287192,2000,JACKET_M,0005
material:1979,700,15,2023-10-19T09:30:27.559555,1000,PUMP,0002
material:380,950,95,2023-10-11T09:30:12.875825,2000,HUB_BEARING,0002
material:1562,1400,34,2023-10-31T09:30:22.978693,3000,CRANKSET,0003
material:857,1250,54,2023-10-12T09:30:16.645081,3000,BRAKE_LEVER,0005
material:2267,250,58,2023-10-11T09:30:31.313043,3000,BIKE_HANDLE,0002
material:1341,800,50,2023-10-08T09:30:20.987068,2000,WATER_BOTTLE,0002
material:775,500,63,2023-10-10T09:30:15.965028,5000,HELMET_L,0003
material:751,350,23,2023-10-21T09:30:15.666169,1000,PANTS_S,0003
material:864,300,14,2023-10-24T09:30:16.684957,2000,BIKE_PEDAL,0004
material:225,750,86,2023-10-04T09:30:11.633440,1000,LIGHT_REAR,0001
material:2108,750,25,2023-10-17T09:30:29.122983,2000,LIGHT_REAR,0003
material:165,1500,1,2023-10-09T09:30:11.272276,1000,PEDAL,0001
material:401,600,64,2023-10-30T09:30:13.003308,1000,GLOVES_M,0003
material:1854,500,49,2023-10-27T09:30:26.240897,2000,HELMET_L,0004
material:127,1350,35,2023-10-14T09:30:11.028032,1000,SHIFT_LEVER,0005
material:962,250,12,2023-10-08T09:30:17.618386,3000,BIKE_RIM,0003
material:695,1500,43,2023-10-30T09:30:15.490514,2000,PEDAL,0003
material:450,800,68,2023-10-19T09:30:13.343507,4000,WATER_BOTTLE,0005
material:488,1250,89,2023-10-03T09:30:13.770901,4000,CASSETTE,0002
material:904,350,52,2023-10-26T09:30:16.871190,3000,GLOVES_L,0003
material:1628,650,13,2023-10-19T09:30:23.976712,4000,BOTTLE_CAGE,0003
material:1941,600,1,2023-10-12T09:30:27.137695,2000,JACKET_L,0001
material:1526,350,40,2023-10-15T09:30:22.589519,4000,HELMET_M,0003
material:1781,650,27,2023-10-09T09:30:25.486623,3000,SPEEDOMETER,0001
material:1460,750,39,2023-10-28T09:30:22.054535,1000,LIGHT_REAR,0002
material:197,1050,78,2023-11-01T09:30:11.530899,5000,TUBE_28,0005
material:1574,650,86,2023-10-05T09:30:23.156110,4000,BOTTLE_CAGE,0005
material:618,1400,61,2023-10-18T09:30:14.864871,4000,DERAILLEUR,0003
material:828,600,99,2023-10-20T09:30:16.219085,1000,GLOVES_M,0004
material:849,500,36,2023-10-18T09:30:16.426965,2000,HELMET_L,0003
material:1463,950,25,2023-10-24T09:30:22.090009,2000,HUB_BEARING,0001
material:264,250,10,2023-10-28T09:30:12.036527,1000,BIKE_RIM,0002
material:767,1100,58,2023-10-29T09:30:15.833834,5000,SPOKE,0004
material:1007,1000,65,2023-10-06T09:30:17.935387,1000,TIRE_26,0003
material:1935,1400,71,2023-10-27T09:30:27.120543,1000,CRANKSET,0003
material:1900,800,40,2023-10-26T09:30:26.719282,5000,LIGHT_FRONT,0001
material:2252,1000,38,2023-10-24T09:30:31.127662,5000,TIRE_26,0004
material:1158,1400,47,2023-10-21T09:30:19.185230,2000,DERAILLEUR,0003
material:2172,1000,80,2023-10-16T09:30:30.443584,3000,TIRE_26,0004
material:1333,1200,87,2023-10-21T09:30:20.785024,2000,WHEEL_HUB,0002
material:1563,1400,27,2023-10-30T09:30:23.058621,4000,DERAILLEUR,0005
material:1042,500,77,2023-10-19T09:30:18.295771,4000,JACKET_S,0001
material:1770,350,91,2023-10-13T09:30:25.261401,2000,GLOVES_L,0003
material:232,1350,87,2023-10-11T09:30:11.670399,1000,SHIFT_LEVER,0001
material:1035,300,61,2023-10-04T09:30:18.215164,2000,BIKE_PEDAL,0002
material:1674,1250,81,2023-10-05T09:30:24.347333,3000,BRAKE_LEVER,0003
material:2243,1350,26,2023-11-01T09:30:31.077911,3000,BOTTOM_BRACKET,0001
material:557,1200,41,2023-10-09T09:30:14.286432,5000,WHEEL_HUB,0002
material:343,450,44,2023-10-24T09:30:12.593240,3000,GLOVES_S,0002
material:668,250,50,2023-10-14T09:30:15.213843,3000,BIKE_HANDLE,0003
material:1049,800,33,2023-10-20T09:30:18.355505,5000,LIGHT_FRONT,0003
material:906,1100,33,2023-10-10T09:30:16.984409,2000,SPOKE,0004
material:1891,750,47,2023-10-15T09:30:26.627289,4000,LIGHT_REAR,0004
material:379,600,13,2023-10-05T09:30:12.866085,4000,JACKET_L,0004
material:1919,1050,37,2023-10-19T09:30:26.936246,5000,TUBE_28,0005
material:1902,250,42,2023-10-19T09:30:26.809145,2000,BIKE_RIM,0003
material:1215,650,84,2023-10-18T09:30:19.766797,3000,LOCK,0001
material:1113,1100,46,2023-10-03T09:30:18.905227,2000,TUBE_26,0001
material:1394,1200,83,2023-10-27T09:30:21.557100,4000,WHEEL_HUB,0005
material:870,300,16,2023-10-19T09:30:16.716287,3000,BIKE_PEDAL,0001
material:1311,350,15,2023-10-06T09:30:20.416180,3000,HELMET_M,0003
material:1639,650,28,2023-10-15T09:30:24.058899,1000,LOCK,0003
material:174,950,55,2023-10-28T09:30:11.299135,3000,TIRE_28,0003
material:1989,600,26,2023-10-09T09:30:27.662112,1000,JACKET_L,0001
material:2032,350,92,2023-10-28T09:30:28.300147,3000,GLOVES_L,0001
material:834,200,3,2023-10-22T09:30:16.226106,5000,BIKE_CHAIN,0005
material:985,1350,59,2023-10-26T09:30:17.837395,4000,BOTTOM_BRACKET,0002
material:1063,400,49,2023-10-20T09:30:18.540801,1000,HELMET_S,0003
material:1786,450,71,2023-10-31T09:30:25.625583,5000,GLOVES_S,0005
material:2269,450,47,2023-10-29T09:30:31.458402,4000,JACKET_M,0004
material:22,1050,94,2023-10-10T09:30:10.278757,1000,TUBE_28,0001
material:669,200,20,2023-10-06T09:30:15.213856,5000,BIKE_SPOKE,0002
material:916,100,87,2023-10-03T09:30:17.106871,1000,BIKE_FRAME,0001
material:2112,1350,82,2023-10-25T09:30:29.136524,2000,SHIFT_LEVER,0002
material:682,750,44,2023-10-31T09:30:15.370455,1000,LIGHT_REAR,0004
material:206,950,19,2023-10-19T09:30:11.561259,3000,TIRE_28,0005
material:685,150,72,2023-10-09T09:30:15.373973,4000,BIKE_BRAKE,0001
material:517,1500,95,2023-10-19T09:30:13.970750,2000,PEDAL,0001
material:1662,600,89,2023-10-22T09:30:24.256785,5000,GLOVES_M,0005
material:213,200,10,2023-10-27T09:30:11.583004,4000,BIKE_SPOKE,0004
material:691,600,8,2023-10-27T09:30:15.449976,3000,JACKET_L,0005
material:1196,800,33,2023-10-09T09:30:19.631926,4000,WATER_BOTTLE,0004
material:1773,650,50,2023-10-08T09:30:25.288692,2000,BOTTLE_CAGE,0002
material:1185,1300,81,2023-10-12T09:30:19.594092,1000,CHAINRING,0001
material:1568,600,48,2023-10-12T09:30:23.075270,2000,GLOVES_M,0005
material:2224,350,13,2023-10-05T09:30:30.779903,1000,GLOVES_L,0003
material:1159,1400,32,2023-10-05T09:30:19.185242,3000,CRANKSET,0004
material:2290,300,89,2023-10-29T09:30:31.719885,3000,BIKE_PEDAL,0002
material:1905,650,93,2023-10-30T09:30:26.812836,1000,BOTTLE_CAGE,0003
material:1448,500,12,2023-10-10T09:30:22.012911,5000,JACKET_S,0003
material:1737,450,19,2023-10-05T09:30:24.941989,4000,GLOVES_S,0004
material:31,200,55,2023-10-15T09:30:10.281663,5000,BIKE_WHEEL,0005
material:592,950,25,2023-10-16T09:30:14.702027,5000,TIRE_28,0005
material:807,350,37,2023-10-15T09:30:16.121194,4000,HELMET_M,0001
material:1162,800,71,2023-10-28T09:30:19.214983,1000,LIGHT_FRONT,0001
material:1413,600,21,2023-10-23T09:30:21.756370,3000,JACKET_L,0005
material:711,1500,27,2023-10-05T09:30:15.548942,3000,PEDAL,0003
material:16,1300,68,2023-10-15T09:30:10.256234,1000,CHAINRING,0002
material:2003,450,63,2023-10-29T09:30:27.822580,3000,GLOVES_S,0005
material:2188,100,72,2023-10-22T09:30:30.528081,3000,BIKE_FRAME,0003
material:2184,1250,98,2023-10-09T09:30:30.502733,4000,CASSETTE,0005
material:1421,950,87,2023-10-26T09:30:21.791989,1000,TIRE_28,0005
material:1250,1300,59,2023-10-06T09:30:19.954344,3000,CHAINRING,0005
material:1128,950,50,2023-10-20T09:30:19.024361,4000,RIM_TAPE,0005
material:1710,650,60,2023-10-12T09:30:24.727069,3000,BOTTLE_CAGE,0005
material:1424,1300,17,2023-10-21T09:30:21.821121,1000,CHAINRING,0001
material:2038,900,100,2023-10-09T09:30:28.443865,1000,MIRROR,0005
material:1140,400,61,2023-10-16T09:30:19.091619,2000,HELMET_S,0001
material:314,1100,71,2023-11-01T09:30:12.436953,4000,TUBE_26,0002
material:1485,500,50,2023-10-30T09:30:22.294516,2000,JACKET_S,0004
material:130,900,46,2023-10-29T09:30:11.030984,1000,BIKE_BELL,0005
material:362,900,53,2023-10-08T09:30:12.731885,3000,MIRROR,0005
material:1817,1050,70,2023-10-27T09:30:25.981978,2000,NIPPLE,0003
material:1316,800,83,2023-10-18T09:30:20.532061,5000,WATER_BOTTLE,0001
material:518,1250,65,2023-10-08T09:30:13.970754,3000,CASSETTE,0002
material:1731,650,87,2023-10-19T09:30:24.909429,3000,LOCK,0005
material:2016,400,11,2023-10-19T09:30:27.914238,2000,HELMET_S,0001
material:1661,450,92,2023-10-29T09:30:24.256774,4000,GLOVES_S,0002
material:1500,1400,94,2023-10-03T09:30:22.371293,2000,CRANKSET,0003
material:505,200,59,2023-10-11T09:30:13.913748,1000,BIKE_CHAIN,0003
material:971,100,45,2023-10-09T09:30:17.739891,4000,BIKE_FRAME,0001
material:2096,200,85,2023-10-14T09:30:29.029889,3000,BIKE_CHAIN,0004
material:1486,450,11,2023-10-19T09:30:22.294528,3000,GLOVES_S,0004
material:1287,300,45,2023-10-16T09:30:20.299471,4000,BIKE_FORK,0003
material:1295,1500,51,2023-10-24T09:30:20.321907,3000,CABLE,0001
material:603,950,63,2023-10-03T09:30:14.791878,5000,RIM_TAPE,0005
material:1345,700,93,2023-10-03T09:30:21.046825,5000,PUMP,0001
material:266,200,75,2023-10-30T09:30:12.036542,2000,BIKE_SPOKE,0001
material:1746,400,64,2023-10-28T09:30:25.011105,5000,HELMET_S,0003
material:1926,950,42,2023-10-25T09:30:26.995016,4000,HUB_BEARING,0002
material:430,750,13,2023-10-07T09:30:13.130806,5000,PEDAL_STRAP,0003
material:458,200,40,2023-10-13T09:30:13.418149,4000,BIKE_WHEEL,0001
material:1803,200,75,2023-10-06T09:30:25.791734,2000,BIKE_SPOKE,0002
material:850,350,96,2023-10-11T09:30:16.426976,5000,GLOVES_L,0004
material:354,950,70,2023-10-15T09:30:12.624633,3000,TIRE_28,0004
material:1964,1400,59,2023-10-16T09:30:27.363727,4000,CRANKSET,0005
material:65,600,7,2023-10-07T09:30:10.525701,5000,GLOVES_M,0003
material:1620,650,68,2023-10-15T09:30:23.780029,3000,LOCK,0004
material:814,450,34,2023-10-12T09:30:16.129346,1000,GLOVES_S,0001
material:1848,950,22,2023-10-23T09:30:26.240094,4000,TIRE_28,0004
material:78,1100,5,2023-10-29T09:30:10.652523,4000,TUBE_26,0003
material:1585,950,3,2023-10-17T09:30:23.229804,1000,RIM_TAPE,0003
material:227,900,95,2023-10-08T09:30:11.661093,4000,BIKE_BELL,0001
material:1432,350,38,2023-10-09T09:30:21.890401,4000,PANTS_S,0001
material:57,650,61,2023-10-17T09:30:10.498532,1000,SPEEDOMETER,0003
material:674,100,30,2023-10-29T09:30:15.277772,2000,BIKE_FRAME,0001
material:188,350,90,2023-10-31T09:30:11.459765,1000,HELMET_M,0005
material:1257,350,14,2023-10-28T09:30:19.972927,1000,PANTS_S,0001
material:2293,750,59,2023-10-23T09:30:31.778121,3000,LIGHT_REAR,0003
material:91,650,51,2023-11-01T09:30:10.813527,2000,LOCK,0003
material:769,600,85,2023-10-29T09:30:15.855932,1000,JACKET_L,0001
material:1761,300,15,2023-10-29T09:30:25.182020,4000,BIKE_PEDAL,0005
material:151,750,68,2023-10-19T09:30:11.203209,5000,PEDAL_STRAP,0005
material:1375,1500,6,2023-10-20T09:30:21.402477,3000,CABLE,0003
material:1222,700,95,2023-10-23T09:30:19.779279,2000,PUMP,0004
material:2015,450,91,2023-10-24T09:30:27.914228,4000,JACKET_M,0001
material:129,750,25,2023-10-09T09:30:11.030972,3000,PEDAL_STRAP,0001
material:972,300,40,2023-10-21T09:30:17.739903,2000,BIKE_FORK,0004
material:573,950,86,2023-10-03T09:30:14.499310,3000,HUB_BEARING,0004
material:1026,800,85,2023-10-11T09:30:18.146771,4000,LIGHT_FRONT,0001
material:545,1300,88,2023-10-13T09:30:14.172551,2000,CHAINRING,0003
material:1515,150,37,2023-10-20T09:30:22.466499,3000,BIKE_BRAKE,0003
material:585,350,48,2023-10-30T09:30:14.680902,3000,PANTS_S,0001
material:1998,150,48,2023-11-01T09:30:27.811034,5000,BIKE_BRAKE,0004
material:1400,500,51,2023-10-12T09:30:21.562739,5000,JACKET_S,0001
material:650,1100,80,2023-10-15T09:30:15.064498,2000,SPOKE,0004
material:1681,1050,25,2023-10-28T09:30:24.356332,1000,TUBE_28,0002
material:1353,950,22,2023-10-25T09:30:21.172223,2000,TIRE_28,0004
material:854,150,61,2023-10-19T09:30:16.634000,3000,BIKE_BRAKE,0003
material:324,1250,34,2023-10-12T09:30:12.484315,5000,CHAIN,0004
material:547,1500,71,2023-10-22T09:30:14.198781,4000,PEDAL,0002
material:1868,900,8,2023-10-26T09:30:26.361618,2000,MIRROR,0001
material:2057,400,90,2023-10-15T09:30:28.828929,4000,HELMET_S,0004
material:677,1300,10,2023-10-21T09:30:15.306779,1000,CHAINRING,0003
material:133,650,91,2023-10-09T09:30:11.054787,4000,LOCK,0002
material:565,150,57,2023-10-06T09:30:14.425507,1000,BIKE_BRAKE,0005
material:2186,300,84,2023-10-29T09:30:30.528051,1000,BIKE_PEDAL,0002
material:1019,900,86,2023-10-30T09:30:18.097430,4000,BIKE_BELL,0002
material:602,1200,73,2023-10-04T09:30:14.791873,3000,VALVE,0002
material:1988,500,52,2023-10-09T09:30:27.662103,2000,HELMET_L,0005
material:1521,650,28,2023-10-26T09:30:22.537559,2000,BOTTLE_CAGE,0004
material:297,1100,8,2023-10-04T09:30:12.155371,2000,TUBE_26,0002
material:1697,500,37,2023-10-15T09:30:24.470553,4000,JACKET_S,0003
material:148,750,47,2023-10-08T09:30:11.203190,3000,LIGHT_REAR,0002
material:2282,800,40,2023-10-14T09:30:31.536410,2000,WATER_BOTTLE,0005
material:1347,350,82,2023-10-16T09:30:21.047533,4000,PANTS_S,0002
material:2211,1500,44,2023-10-22T09:30:30.731532,4000,CABLE,0004
material:673,150,44,2023-10-10T09:30:15.277767,1000,BIKE_SEAT,0003
material:1603,750,24,2023-10-15T09:30:23.484272,3000,LIGHT_REAR,0003
material:693,1350,61,2023-10-29T09:30:15.490506,5000,SHIFT_LEVER,0001
material:839,600,8,2023-10-25T09:30:16.284628,4000,JACKET_L,0004
material:2034,500,21,2023-10-24T09:30:28.401476,1000,HELMET_L,0001
material:663,750,97,2023-10-04T09:30:15.190918,4000,LIGHT_REAR,0003
material:2144,1400,44,2023-10-15T09:30:29.952999,5000,CRANKSET,0002
material:843,500,19,2023-10-15T09:30:16.411157,4000,HELMET_L,0004
material:1631,250,98,2023-10-10T09:30:24.020105,2000,BIKE_HANDLE,0003
material:590,800,48,2023-10-28T09:30:14.691113,5000,LIGHT_FRONT,0004
material:994,400,95,2023-10-21T09:30:17.915116,1000,HELMET_S,0001
material:29,300,98,2023-10-08T09:30:10.281654,1000,BIKE_PEDAL,0004
material:528,650,94,2023-10-09T09:30:13.995933,5000,SPEEDOMETER,0005
material:1284,350,81,2023-10-23T09:30:20.277860,1000,GLOVES_L,0002
material:1086,650,24,2023-10-19T09:30:18.617714,5000,SPEEDOMETER,0003
material:2198,1200,5,2023-10-30T09:30:30.605400,2000,VALVE,0003
material:2181,1200,67,2023-10-11T09:30:30.468023,2000,WHEEL_HUB,0004
material:1060,1250,93,2023-10-03T09:30:18.498454,3000,CHAIN,0005
material:1482,1400,59,2023-10-03T09:30:22.287669,1000,CRANKSET,0001
material:786,1350,23,2023-10-26T09:30:16.049515,1000,SHIFT_LEVER,0004
material:284,1100,52,2023-10-27T09:30:12.117894,1000,SPOKE,0004
material:1692,300,62,2023-10-30T09:30:24.460072,5000,BIKE_PEDAL,0003
material:882,1400,46,2023-10-21T09:30:16.795909,5000,DERAILLEUR,0002
material:103,100,1,2023-10-14T09:30:10.870027,3000,BIKE_FRAME,0003
material:1441,1300,50,2023-10-03T09:30:21.919738,1000,CHAINRING,0004
material:760,1100,79,2023-10-15T09:30:15.717501,5000,TUBE_26,0005
material:1925,1100,26,2023-10-23T09:30:26.995008,1000,SPOKE,0003
material:1772,1350,20,2023-10-24T09:30:25.272715,2000,BOTTOM_BRACKET,0001
material:75,1100,43,2023-10-10T09:30:10.649279,5000,SPOKE,0004
material:1883,1250,92,2023-10-11T09:30:26.550920,1000,CASSETTE,0002
material:772,800,50,2023-10-14T09:30:15.899457,1000,WATER_BOTTLE,0005
material:2263,900,3,2023-10-18T09:30:31.292282,2000,BIKE_BELL,0005
material:1263,1400,10,2023-10-12T09:30:20.059168,5000,CRANKSET,0005
material:1802,1300,67,2023-10-11T09:30:25.763643,1000,CHAINRING,0005
material:895,250,44,2023-10-18T09:30:16.861779,3000,BIKE_HANDLE,0003
material:1273,750,40,2023-10-08T09:30:20.234878,3000,PEDAL_STRAP,0003
material:1168,750,55,2023-10-14T09:30:19.245946,5000,PEDAL_STRAP,0004
material:1054,1500,80,2023-10-20T09:30:18.406928,4000,PEDAL,0002
material:1718,1050,1,2023-10-07T09:30:24.790610,5000,NIPPLE,0002
material:1085,700,93,2023-10-17T09:30:18.613305,3000,PUMP,0003
material:1825,900,24,2023-10-06T09:30:26.073957,5000,BIKE_BELL,0001
material:1555,300,97,2023-10-24T09:30:22.859839,1000,BIKE_PEDAL,0005
material:441,400,58,2023-10-09T09:30:13.191598,1000,HELMET_S,0005
material:1602,650,72,2023-10-22T09:30:23.484268,2000,SPEEDOMETER,0002
material:716,1500,36,2023-10-26T09:30:15.575555,1000,PEDAL,0003
material:986,1000,89,2023-10-07T09:30:17.876451,2000,TIRE_26,0002
material:190,900,94,2023-10-09T09:30:11.471822,1000,BIKE_BELL,0003
material:621,150,50,2023-10-09T09:30:14.928606,5000,BIKE_SEAT,0002
material:651,650,15,2023-11-01T09:30:15.087319,1000,BOTTLE_CAGE,0005
material:184,1500,85,2023-10-31T09:30:11.387030,3000,CABLE,0002
material:312,700,10,2023-10-19T09:30:12.422618,3000,PUMP,0003
material:681,800,2,2023-10-29T09:30:15.370440,5000,WATER_BOTTLE,0005
material:1685,350,31,2023-10-28T09:30:24.401613,1000,HELMET_M,0004
material:1593,1400,19,2023-10-08T09:30:23.283706,4000,DERAILLEUR,0002
material:154,1250,90,2023-10-13T09:30:11.205374,3000,BRAKE_LEVER,0005
material:341,600,35,2023-10-21T09:30:12.581953,2000,GLOVES_M,0001
material:2103,350,20,2023-10-18T09:30:29.042462,1000,PANTS_S,0001
material:1138,1100,94,2023-10-08T09:30:19.083881,4000,SPOKE,0002
material:634,350,89,2023-10-14T09:30:15.029381,5000,HELMET_M,0002
material:1294,1500,37,2023-10-17T09:30:20.321903,4000,PEDAL,0004
material:789,150,18,2023-10-14T09:30:16.063331,4000,BIKE_BRAKE,0005
material:1363,750,39,2023-10-07T09:30:21.223433,4000,LIGHT_REAR,0001
material:1371,1350,77,2023-11-01T09:30:21.360760,1000,BOTTOM_BRACKET,0002
material:784,1250,78,2023-10-21T09:30:15.984369,2000,CHAIN,0005
material:1653,1500,82,2023-10-12T09:30:24.172314,5000,CABLE,0002
material:1067,650,94,2023-10-08T09:30:18.542062,4000,SPEEDOMETER,0002
